boundary,total,inert,ramified,split,inert_trivial,inert_non_trivial,inert_rank_inc,inert_rank_same,inert_rank_0,inert_rank_0_inc,inert_rank_0_same,inert_rank_1,inert_rank_1_inc,inert_rank_1_same,inert_rank_2,inert_rank_2_inc,inert_rank_2_same,inert_cyclic_0,inert_cyclic_0_rank_same,inert_cyclic_1,inert_cyclic_1_rank_same,inert_cyclic_2,inert_cyclic_2_rank_same,inert_cyclic_3,inert_cyclic_3_rank_same,ramified_trivial,ramified_non_trivial,ramified_rank_inc,ramified_rank_same,ramified_rank_0,ramified_rank_0_inc,ramified_rank_0_same,ramified_rank_1,ramified_rank_1_inc,ramified_rank_1_same,ramified_rank_2,ramified_rank_2_inc,ramified_rank_2_same,ramified_cyclic_0,ramified_cyclic_0_rank_same,ramified_cyclic_1,ramified_cyclic_1_rank_same,ramified_cyclic_2,ramified_cyclic_2_rank_same,ramified_cyclic_3,ramified_cyclic_3_rank_same
107374182400,32637837827,15808952634,1019932423,15808952770,15283245897,525706737,15300202559,508750075,15283245897,15283245897,0,525689862,16956641,508733221,16875,21,16854,15283245897,0,509391635,492960733,16084794,15565969,213433,206519,986041552,33890871,987136387,32796036,986041552,986041552,0,33889834,1094834,32795000,1037,1,1036,986041552,0,32875810,31813767,1007334,974754,6690,6479
107642617856,32719432411,15848475062,1022482315,15848475034,15321454229,527020833,15338453290,510021772,15321454229,15321454229,0,527003916,16999040,510004876,16917,21,16896,15321454229,0,510663982,494192075,16125800,15605610,214134,207191,988506441,33975874,989604022,32878293,988506441,988506441,0,33974836,1097580,32877256,1038,1,1037,988506441,0,32958282,31893571,1009835,977178,6719,6507
107911053312,32801026942,15887997440,1025032077,15887997425,15359662198,528335242,15376704034,511293406,15359662198,15359662198,0,528318282,17041815,511276467,16960,21,16939,15359662198,0,511936761,495423411,16166692,15645194,214829,207862,990971950,34060127,992072239,32959838,990971950,990971950,0,34059084,1100288,32958796,1043,1,1042,990971950,0,33039967,31972627,1012374,979640,6743,6529
108179488768,32882621604,15927519853,1027581925,15927519826,15397870511,529649342,15414954865,512564988,15397870511,15397870511,0,529632334,17084333,512548001,17008,21,16987,15397870511,0,513209433,496654925,16207365,15684527,215536,208549,993436834,34145091,994540003,33041922,993436834,993436834,0,34144046,1103168,33040878,1045,1,1044,993436834,0,33122354,32052224,1014921,982098,6771,6556
108447924224,32964216203,15967042217,1030131733,15967042253,15436079452,530962765,15453206103,513836114,15436079452,15436079452,0,530945720,17126630,513819090,17045,21,17024,15436079452,0,514481550,497886154,16247955,15723731,216215,209205,995901804,34229929,997007691,33124042,995901804,995901804,0,34228879,1105886,33122993,1050,1,1049,995901804,0,33204519,32131752,1017554,984652,6806,6589
108716359680,33045810730,16006564559,1032681542,16006564629,15474284980,532279579,15491453914,515110645,15474284980,15474284980,0,532262482,17168913,515093569,17097,21,17076,15474284980,0,515756470,499120148,16289048,15763496,216964,209925,998366886,34314656,999475576,33205966,998366886,998366886,0,34313604,1108689,33204915,1052,1,1051,998366886,0,33286550,32211066,1020215,987228,6839,6621
108984795136,33127405345,16046086852,1035231375,16046087118,15512492342,533594510,15529703566,516383286,15512492342,15512492342,0,533577359,17211203,516366156,17151,21,17130,15512492342,0,517029863,500352665,16329813,15802863,217683,210628,1000832371,34399004,1001943719,33287656,1000832371,1000832371,0,34397947,1111347,33286600,1057,1,1056,1000832371,0,33368171,32290116,1022911,989838,6865,6646
109253230592,33208999908,16085609281,1037781225,16085609402,15550699730,534909551,15567953709,517655572,15550699730,15550699730,0,534892355,17253958,517638397,17196,21,17175,15550699730,0,518303672,501585055,16370316,15842053,218367,211289,1003297221,34484004,1004411244,33369981,1003297221,1003297221,0,34482943,1114022,33368921,1061,1,1060,1003297221,0,33450561,32369931,1025489,992317,6893,6673
109521666048,33290594522,16125131717,1040331101,16125131704,15588906231,536225486,15606202425,518929292,15588906231,15588906231,0,536208255,17296173,518912082,17231,21,17210,15588906231,0,519578189,502818706,16411008,15881415,219058,211961,1005762556,34568545,1006879161,33451940,1005762556,1005762556,0,34567481,1116604,33450877,1064,1,1063,1005762556,0,33532414,32449275,1028152,994908,6915,6694
109790101504,33372189174,16164654164,1042880880,16164654130,15627113091,537541073,15644451677,520202487,15627113091,15627113091,0,537523797,17338565,520185232,17276,21,17255,15627113091,0,520852637,504052038,16451406,15920566,219754,212628,1008227803,34653077,1009347201,33533679,1008227803,1008227803,0,34652005,1119397,33532608,1072,1,1071,1008227803,0,33614420,32528582,1030633,997296,6952,6730
110058536960,33453783740,16204176474,1045430721,16204176545,15665319717,538856757,15682700632,521475842,15665319717,15665319717,0,538839445,17380894,521458551,17312,21,17291,15665319717,0,522126677,505285137,16492275,15960068,220493,213346,1010692680,34738041,1011814841,33615880,1010692680,1010692680,0,34736965,1122160,33614805,1076,1,1075,1010692680,0,33696721,32608211,1033267,999840,6977,6754
110326972416,33535378332,16243698892,1047980550,16243698890,15703526935,540171957,15720950254,522748638,15703526935,15703526935,0,540154603,17423298,522731305,17354,21,17333,15703526935,0,523400462,506517851,16532901,15999387,221240,214067,1013157651,34822899,1014282617,33697933,1013157651,1013157651,0,34821819,1124965,33696854,1080,1,1079,1013157651,0,33779027,32687797,1035793,1002281,6999,6776
110595407872,33616973024,16283221458,1050530344,16283221222,15741734630,541486828,15759200628,524020830,15741734630,15741734630,0,541469426,17465977,524003449,17402,21,17381,15741734630,0,524673827,507749818,16573643,16038868,221956,214763,1015622953,34907391,1016750599,33779745,1015622953,1015622953,0,34906307,1127645,33778662,1084,1,1083,1015622953,0,33860798,32766970,1038492,1004898,7017,6794
110863843328,33698567553,16322743745,1053080161,16322743647,15779941934,542801811,15797450315,525293430,15779941934,15779941934,0,542784367,17508359,525276008,17444,22,17422,15779941934,0,525947426,508982381,16614266,16078165,222675,215462,1018088034,34992127,1019218418,33861743,1018088034,1018088034,0,34991040,1130383,33860657,1087,1,1086,1018088034,0,33942826,32846343,1041175,1007499,7039,6815
111132278784,33780162243,16362266281,1055630011,16362265951,15818148125,544118156,15835698697,526567584,15818148125,15818148125,0,544100674,17550550,526550124,17482,22,17460,15818148125,0,527222137,510216288,16655117,16117654,223420,216182,1020553149,35076862,1021686286,33943725,1020553149,1020553149,0,35075771,1133136,33942635,1091,1,1090,1020553149,0,34024898,32925744,1043804,1010046,7069,6845
111400714240,33861756846,16401788574,1058179853,16401788419,15856357308,545431266,15873950030,527838544,15856357308,15856357308,0,545413740,17592700,527821040,17526,22,17504,15856357308,0,528493881,511447227,16695715,16156930,224144,216883,1023018227,35161626,1024154069,34025784,1023018227,1023018227,0,35160533,1135841,34024692,1093,1,1092,1023018227,0,34106977,33005211,1046459,1012608,7097,6873
111669149696,33943351476,16441310880,1060729709,16441310887,15894566346,546744534,15912201317,529109563,15894566346,15894566346,0,546726971,17634949,529092022,17563,22,17541,15894566346,0,529765309,512677773,16736744,16196613,224918,217636,1025483080,35246629,1026621639,34108070,1025483080,1025483080,0,35245536,1138558,34106978,1093,1,1092,1025483080,0,34189343,33084952,1049072,1015129,7121,6897
111937585152,34024946006,16480833305,1063279517,16480833184,15932771005,548062300,15950448240,530385065,15932771005,15932771005,0,548044688,17677213,530367475,17612,22,17590,15932771005,0,531041608,513913098,16777454,16236056,225626,218321,1027947890,35331627,1029089154,34190363,1027947890,1027947890,0,35330529,1141263,34189266,1098,1,1097,1027947890,0,34271662,33164661,1051727,1017690,7140,6915
112206020608,34106540586,16520355611,1065829303,16520355672,15970979799,549375812,15988699434,531656177,15970979799,15970979799,0,549358150,17719613,531638537,17662,22,17640,15970979799,0,532313619,515143992,16818192,16275532,226339,219013,1030412674,35416629,1031556728,34272575,1030412674,1030412674,0,35415529,1144053,34271476,1100,1,1099,1030412674,0,34354044,33244333,1054328,1020211,7157,6932
112474456064,34188135275,16559878117,1068379199,16559877959,16009188107,550690010,16026950216,532927901,16009188107,16009188107,0,550672302,17762087,532910215,17708,22,17686,16009188107,0,533586545,516375829,16858703,16314676,227054,219710,1032877619,35501580,1034024432,34354767,1032877619,1032877619,0,35500479,1146812,34353667,1101,1,1100,1032877619,0,34436353,33323972,1056932,1022727,7194,6968
112742891520,34269729823,16599400354,1070929015,16599400454,16047394516,552005838,16065199024,534201330,16047394516,16047394516,0,551988087,17804486,534183601,17751,22,17729,16047394516,0,534860883,517609093,16899442,16354110,227762,220398,1035342792,35586223,1036492359,34436656,1035342792,1035342792,0,35585120,1149566,34435554,1103,1,1102,1035342792,0,34518356,33403315,1059541,1025244,7223,6995
113011326976,34351324423,16638922664,1073478847,16638922912,16085602131,553320533,16103449217,535473447,16085602131,16085602131,0,553302738,17847064,535455674,17795,22,17773,16085602131,0,536133796,518840802,16940503,16393820,228439,221052,1037807482,35671365,1038959733,34519114,1037807482,1037807482,0,35670262,1152250,34518012,1103,1,1102,1037807482,0,34600904,33483244,1062115,1027753,7243,7015
113279762432,34432919038,16678445097,1076028691,16678445250,16123809627,554635470,16141698887,536746210,16123809627,16123809627,0,554617635,17889238,536728397,17835,22,17813,16123809627,0,537407092,520073294,16981393,16433361,229150,221742,1040272296,35756395,1041427259,34601432,1040272296,1040272296,0,35755288,1154962,34600326,1107,1,1106,1040272296,0,34683221,33562917,1064802,1030373,7265,7036
113548197888,34514513612,16717967454,1078578566,16717967592,16162017556,555949898,16179948916,538018538,16162017556,16162017556,0,555932036,17931338,538000698,17862,22,17840,16162017556,0,538679895,521305355,17022246,16472877,229895,222466,1042737500,35841066,1043895237,34683329,1042737500,1042737500,0,35839956,1157736,34682220,1110,1,1109,1042737500,0,34765295,33642301,1067372,1032859,7289,7060
113816633344,34596108304,16757489814,1081128388,16757490102,16200225264,557264550,16218199114,539290700,16200225264,16200225264,0,557246632,17973828,539272804,17918,22,17896,16200225264,0,539952981,522537251,17063059,16512413,230592,223140,1045201915,35926473,1046362381,34766007,1045201915,1045201915,0,35925360,1160465,34764895,1113,1,1112,1045201915,0,34848117,33722486,1069914,1035309,7329,7100
114085068800,34677702924,16797012305,1083678187,16797012432,16238433942,558578363,16256450169,540562136,16238433942,16238433942,0,558560402,18016205,540544197,17961,22,17939,16238433942,0,541225083,523768323,17104024,16552052,231295,223822,1047667068,36011119,1048830283,34847904,1047667068,1047667068,0,36010003,1163214,34846789,1116,1,1115,1047667068,0,34930246,33801939,1072398,1037720,7359,7130
114353504256,34759297433,16836534704,1086228040,16836534689,16276641963,559892741,16294700714,541833990,16276641963,16276641963,0,559874749,18058729,541816020,17992,22,17970,16276641963,0,542497718,524999732,17145019,16591775,232012,224513,1050132356,36095684,1051298298,34929742,1050132356,1050132356,0,36094563,1165941,34928622,1121,1,1120,1050132356,0,35012155,33881235,1075019,1040228,7389,7159
114621939712,34840892021,16876057013,1088777866,16876057142,16314846844,561210169,16332948042,543108971,16314846844,16314846844,0,561192140,18101176,543090964,18029,22,18007,16314846844,0,543773241,526234127,17186158,16631615,232741,225222,1052596857,36181009,1053765523,35012343,1052596857,1052596857,0,36179884,1168665,35011219,1125,1,1124,1052596857,0,35094645,33961088,1077806,1042928,7433,7203
114890375168,34922486626,16915579320,1091327696,16915579610,16353054860,562524460,16371198382,544380938,16353054860,16353054860,0,562506381,18143500,544362881,18079,22,18057,16353054860,0,545045876,527465672,17227044,16671292,233461,225917,1055061932,36265764,1056233250,35094446,1055061932,1055061932,0,36264635,1171317,35093318,1129,1,1128,1055061932,0,35176780,34040637,1080388,1045446,7467,7235
115158810624,35004081316,16955101752,1093877537,16955102027,16391264812,563836940,16409450560,545651192,16391264812,16391264812,0,563818824,18185726,545633098,18116,22,18094,16391264812,0,546316911,528695881,17267656,16710534,234257,226683,1057527176,36350361,1058701173,35176364,1057527176,1057527176,0,36349229,1173996,35175233,1132,1,1131,1057527176,0,35258765,34120017,1082969,1047955,7495,7261
115427246080,35085675821,16994624132,1096427356,16994624333,16429473440,565150692,16447701250,546922882,16429473440,16429473440,0,565132537,18227788,546904749,18155,22,18133,16429473440,0,547589276,529927531,17308289,16749845,234972,227373,1059992386,36434970,1061169080,35258276,1059992386,1059992386,0,36433838,1176693,35257145,1132,1,1131,1059992386,0,35340698,34199336,1085614,1050519,7526,7290
115695681536,35167270425,17034146523,1098977195,17034146707,16467680078,566466445,16485950793,548195730,16467680078,16467680078,0,566448248,18270693,548177555,18197,22,18175,16467680078,0,548863189,531159843,17349365,16789646,235694,228066,1062457078,36520117,1063636442,35340753,1062457078,1062457078,0,36518985,1179363,35339622,1132,1,1131,1062457078,0,35423216,34279264,1088222,1053048,7547,7310
115964116992,35248864943,17073668880,1101527011,17073669052,16505886617,567782263,16524199539,549469341,16505886617,16505886617,0,567764014,18312900,549451114,18249,22,18227,16505886617,0,550137339,532393115,17390262,16829242,236413,228757,1064922616,36604395,1066104663,35422348,1064922616,1064922616,0,36603258,1182046,35421212,1137,1,1136,1064922616,0,35504779,34358230,1090905,1055646,7574,7336
116232552448,35330459636,17113191348,1104076840,17113191448,16544093726,569097622,16562449245,550742103,16544093726,16544093726,0,569079339,18355497,550723842,18283,22,18261,16544093726,0,551410962,533625516,17431204,16868841,237173,229485,1067387717,36689123,1068572430,35504410,1067387717,1067387717,0,36687982,1184712,35503270,1141,1,1140,1067387717,0,35586982,34437843,1093404,1058069,7596,7358
116500987904,35412054207,17152713648,1106626677,17152713882,16582301727,570411921,16600699525,552014123,16582301727,16582301727,0,570393597,18397776,551995821,18324,22,18302,16582301727,0,552683874,534857511,17471832,16908126,237891,230184,1069852452,36774225,1071040017,35586660,1069852452,1069852452,0,36773082,1187564,35585518,1143,1,1142,1069852452,0,35669421,34517526,1096033,1060603,7628,7389
116769423360,35493648707,17192235949,1109176522,17192236236,16620507576,571728373,16638947908,553288041,16620507576,16620507576,0,571710006,18440310,553269696,18367,22,18345,16620507576,0,553959346,536091748,17512086,16947105,238574,230843,1072317487,36859035,1073507825,35668697,1072317487,1072317487,0,36857892,1190337,35667555,1143,1,1142,1072317487,0,35751612,34597036,1098617,1063097,7663,7422
117037858816,35575243308,17231758254,1111726399,17231758655,16658714103,573044151,16677196905,554561349,16658714103,16658714103,0,573025740,18482780,554542960,18411,22,18389,16658714103,0,555233640,537324909,17552806,16986515,239294,231536,1074783134,36943265,1075976079,35750320,1074783134,1074783134,0,36942120,1192944,35749176,1145,1,1144,1074783134,0,35833303,34676188,1101134,1065548,7683,7440
117306294272,35656837941,17271280746,1114276227,17271280968,16696921479,574359267,16715446862,555833884,16696921479,16696921479,0,574340815,18525361,555815454,18452,22,18430,16696921479,0,556507242,538557301,17593547,17025913,240026,232240,1077248658,37027569,1078444355,35831872,1077248658,1077248658,0,37026421,1195696,35830725,1148,1,1147,1077248658,0,35914989,34755200,1103717,1068054,7715,7471
117574729728,35738432578,17310803173,1116826039,17310803366,16735129193,575673980,16753696996,557106177,16735129193,16735129193,0,575655477,18567781,557087696,18503,22,18481,16735129193,0,557780442,539789414,17634259,17065314,240776,232968,1079713755,37112284,1080912150,35913889,1079713755,1079713755,0,37111133,1198394,35912739,1151,1,1150,1079713755,0,35997078,34834673,1106312,1070567,7743,7499
117843165184,35820027119,17350325530,1119375881,17350325708,16773337744,576987786,16791947830,558377700,16773337744,16773337744,0,576969243,18610064,558359179,18543,22,18521,16773337744,0,559052563,541020675,17675189,17104840,241491,233664,1082179193,37196688,1083380323,35995558,1082179193,1082179193,0,37195531,1201129,35994402,1157,1,1156,1082179193,0,36078935,34913881,1108838,1073007,7758,7514
118111600640,35901621801,17389847952,1121925729,17389848120,16811546332,578301620,16830198782,559649170,16811546332,16811546332,0,578283040,18652428,559630612,18580,22,18558,16811546332,0,560324607,542251737,17716209,17144493,242224,234382,1084643978,37281751,1085847797,36077932,1084643978,1084643978,0,37280592,1203818,36076774,1159,1,1158,1084643978,0,36161412,34993746,1111394,1075487,7786,7541
118380036096,35983216389,17429370289,1124475567,17429370533,16849752728,579617561,16868447412,560922877,16849752728,16849752728,0,579598949,18694662,560904287,18612,22,18590,16849752728,0,561598911,543485200,17757091,17184010,242947,235077,1087109498,37366069,1088315988,36159579,1087109498,1087109498,0,37364909,1206489,36158420,1160,1,1159,1087109498,0,36243074,35072817,1114025,1078040,7810,7563
118648471552,36064810937,17468892703,1127025398,17468892836,16887959702,580933001,16906696960,562195743,16887959702,16887959702,0,580914357,18737236,562177121,18644,22,18622,16887959702,0,562872859,544717978,17797835,17223380,243663,235763,1089574573,37450825,1090783797,36241601,1089574573,1089574573,0,37449658,1209223,36240435,1167,1,1166,1089574573,0,36325230,35152322,1116589,1080521,7839,7592
118916907008,36146405532,17508415039,1129575219,17508415274,16926166114,582248925,16944945790,563469249,16926166114,16926166114,0,582230233,18779654,563450579,18692,22,18670,16926166114,0,564147194,545951210,17838649,17262895,244390,236474,1092039871,37535348,1093251831,36323388,1092039871,1092039871,0,37534179,1211959,36322220,1169,1,1168,1092039871,0,36407125,35231562,1119182,1083033,7872,7625
119185342464,36228000075,17547937541,1132125099,17547937435,16964375892,583561649,16983197807,564739734,16964375892,16964375892,0,583542908,18821893,564721015,18741,22,18719,16964375892,0,565418435,547181560,17879349,17302274,245124,237181,1094505152,37619947,1095719901,36405198,1094505152,1094505152,0,37618775,1214748,36404027,1172,1,1171,1094505152,0,36489124,35310850,1121751,1085525,7900,7652
119453777920,36309594598,17587459763,1134674896,17587459939,17002583152,584876611,17021447669,566012094,17002583152,17002583152,0,584857829,18864495,565993334,18782,22,18760,17002583152,0,566691631,548413507,17920337,17341933,245861,237894,1096970621,37704275,1098188068,36486828,1096970621,1096970621,0,37703100,1217446,36485654,1175,1,1174,1096970621,0,36570866,35389982,1124307,1087994,7927,7678
119722213376,36391189256,17626982212,1137224687,17626982357,17040786771,586195441,17059694082,567288130,17040786771,17040786771,0,586176615,18907289,567269326,18826,22,18804,17040786771,0,567969002,549649514,17961048,17381241,246565,238571,1099435611,37789076,1100655804,36568883,1099435611,1099435611,0,37787898,1220192,36567706,1178,1,1177,1099435611,0,36653092,35469543,1126856,1090462,7950,7701
119990648832,36472783866,17666504629,1139774530,17666504707,17078992523,587512106,17097942335,568562294,17078992523,17078992523,0,587493243,18949790,568543453,18863,22,18841,17078992523,0,569244306,550883677,18001606,17420468,247331,239308,1101900988,37873542,1103123890,36650640,1101900988,1101900988,0,37872362,1222901,36649461,1180,1,1179,1101900988,0,36734970,35548796,1129417,1092940,7975,7725
120259084288,36554378497,17706027025,1142324384,17706027088,17117199695,588827330,17136191799,569835226,17117199695,17117199695,0,588808424,18992082,569816342,18906,22,18884,17117199695,0,570518108,552116541,18042164,17459700,248152,240101,1104365890,37958494,1105591614,36732770,1104365890,1104365890,0,37957313,1225723,36731590,1181,1,1180,1104365890,0,36817333,35628417,1131982,1095425,7998,7748
120527519744,36635973121,17745549322,1144874203,17745549596,17155407821,590141501,17174442311,571107011,17155407821,17155407821,0,590122548,19034468,571088080,18953,22,18931,17155407821,0,571790749,553348136,18082913,17499137,248886,240807,1106830615,38043588,1108059088,36815115,1106830615,1106830615,0,38042402,1228472,36813930,1186,1,1185,1106830615,0,36899817,35708246,1134556,1097906,8029,7778
120795955200,36717567773,17785071823,1147424066,17785071884,17193614210,591457613,17212691028,572380795,17193614210,17193614210,0,591438606,19076796,572361810,19007,22,18985,17193614210,0,573065175,554581572,18123779,17538689,249652,241549,1109295672,38128394,1110526921,36897145,1109295672,1109295672,0,38127205,1231248,36895957,1189,1,1188,1109295672,0,36982037,35787770,1137115,1100386,8053,7801
121064390656,36799162296,17824594253,1149973888,17824594155,17231821895,592772358,17250941213,573653040,17231821895,17231821895,0,592753317,19119296,573634021,19041,22,19019,17231821895,0,574338730,555813968,18164179,17577765,250408,242288,1111761005,38212883,1112994950,36978938,1111761005,1111761005,0,38211688,1233944,36977744,1195,1,1194,1111761005,0,37063842,35866963,1139763,1102950,8083,7831
121332826112,36880756873,17864116630,1152523678,17864116565,17270028999,594087631,17289190684,574925946,17270028999,17270028999,0,594068543,19161663,574906880,19088,22,19066,17270028999,0,575612502,557046641,18204921,17617259,251120,242980,1114226344,38297334,1115463027,37060651,1114226344,1114226344,0,38296137,1236682,37059455,1197,1,1196,1114226344,0,37145655,35946116,1142374,1105483,8108,7856
121601261568,36962351464,17903639047,1155073519,17903638898,17308236249,595402798,17327440421,576198626,17308236249,17308236249,0,595383660,19204150,576179510,19138,22,19116,17308236249,0,576886125,558279151,18245716,17656696,251819,243663,1116691207,38382312,1117930636,37142883,1116691207,1116691207,0,38381111,1239428,37141683,1201,1,1200,1116691207,0,37227952,36025757,1145025,1108044,8134,7882
121869697024,37043946056,17943161403,1157623326,17943161327,17346443105,596718298,17365689932,577471471,17346443105,17346443105,0,596699108,19246805,577452303,19190,22,19168,17346443105,0,578159682,559511378,18286857,17696533,252569,244392,1119156097,38467229,1120398231,37225095,1119156097,1119156097,0,38466024,1242133,37223891,1205,1,1204,1119156097,0,37310258,36105435,1147617,1110560,8149,7896
122138132480,37125540603,17982683712,1160173194,17982683697,17384651090,598032622,17403940157,578743555,17384651090,17384651090,0,598013394,19289045,578724349,19228,22,19206,17384651090,0,579432135,560742941,18327998,17736346,253261,245062,1121621232,38551962,1122866198,37306996,1121621232,1121621232,0,38550752,1244965,37305787,1210,1,1209,1121621232,0,37392432,36184862,1150147,1113005,8173,7920
122406567936,37207135132,18022206093,1162723000,18022206039,17422859933,599346160,17442191296,580014797,17422859933,17422859933,0,599326889,19331341,579995548,19271,22,19249,17422859933,0,580704130,561973979,18368808,17775841,253951,245728,1124086379,38636621,1125333998,37389002,1124086379,1124086379,0,38635407,1247618,37387789,1214,1,1213,1124086379,0,37474500,36264345,1152709,1115500,8198,7944
122675003392,37288729737,18061728538,1165272831,18061728368,17461067836,600660702,17480442171,581286367,17461067836,17461067836,0,600641393,19374313,581267080,19309,22,19287,17461067836,0,581977131,563205385,18409577,17815263,254685,246432,1126551696,38721135,1127802050,37470781,1126551696,1126551696,0,38719919,1250353,37469566,1216,1,1215,1126551696,0,37556325,36343526,1155366,1118067,8228,7973
122943438848,37370324396,18101250941,1167822675,18101250780,17499275159,601975782,17518692136,582558805,17499275159,17499275159,0,601956430,19416955,582539475,19352,22,19330,17499275159,0,583250888,564437829,18450113,17854489,255429,247157,1129016989,38805686,1130270023,37552652,1129016989,1129016989,0,38804468,1253033,37551435,1218,1,1217,1129016989,0,37638209,36422818,1158000,1120614,8259,8003
123211874304,37451919058,18140773357,1170372504,18140773197,17537483132,603290225,17556942743,583830614,17537483132,17537483132,0,603270825,19459589,583811236,19400,22,19378,17537483132,0,584523862,565669510,18490815,17893872,256148,247854,1131481980,38890524,1132737742,37634762,1131481980,1131481980,0,38889301,1255761,37633540,1223,1,1222,1131481980,0,37720382,36502359,1160629,1123148,8290,8033
123480309760,37533513571,18180295702,1172922317,18180295552,17575691536,604604166,17595193405,585102297,17575691536,17575691536,0,604584740,19501847,585082893,19426,22,19404,17575691536,0,585796007,566900676,18531839,17933641,256894,248576,1133946723,38975594,1135205179,37717138,1133946723,1133946723,0,38974369,1258455,37715914,1225,1,1224,1133946723,0,37802859,36582216,1163200,1125645,8310,8053
123748745216,37615108148,18219817986,1175472124,18219818038,17613900138,605917848,17633444442,586373544,17613900138,17613900138,0,605898386,19544282,586354104,19462,22,19440,17613900138,0,587068126,568131665,18572588,17973113,257672,249326,1136411957,39060167,1137673127,37798997,1136411957,1136411957,0,39058939,1261169,37797770,1228,1,1227,1136411957,0,37884836,36661573,1165764,1128115,8339,8082
124017180672,37696702726,18259340381,1178021971,18259340374,17652107740,607232641,17671694872,587645509,17652107740,17652107740,0,607213142,19587110,587626032,19499,22,19477,17652107740,0,588341252,569363257,18613431,18012688,258459,250087,1138876871,39145100,1140140806,37881165,1138876871,1138876871,0,39143870,1263934,37879936,1230,1,1229,1138876871,0,37967182,36741254,1168328,1130579,8360,8103
124285616128,37778297385,18298862737,1180571796,18298862852,17690315898,608546839,17709945246,588917491,17690315898,17690315898,0,608527276,19629326,588897950,19563,22,19541,17690315898,0,589613961,570595100,18654142,18052079,259173,250771,1141342033,39229763,1142608635,37963161,1141342033,1141342033,0,39228530,1266601,37961929,1233,1,1232,1141342033,0,38049292,36820783,1170851,1133017,8387,8129
124554051584,37859891908,18338385091,1183121623,18338385194,17728519198,609865893,17748191036,590194055,17728519198,17728519198,0,609846295,19671816,590174479,19598,22,19576,17728519198,0,590891158,571831166,18695200,18091794,259937,251519,1143806963,39314660,1145076330,38045293,1143806963,1143806963,0,39313423,1269366,38044057,1237,1,1236,1143806963,0,38131618,36900423,1173396,1135484,8409,8150
124822487040,37941486484,18377907497,1185671447,18377907540,17766726215,611181282,17786440371,591467126,17766726215,17766726215,0,611161644,19714134,591447510,19638,22,19616,17766726215,0,592165130,573064160,18735869,18131145,260645,252205,1146272522,39398925,1147544585,38126862,1146272522,1146272522,0,39397685,1272062,38125623,1240,1,1239,1146272522,0,38213166,36979355,1176076,1138085,8443,8183
125090922496,38023081097,18417429788,1188221295,18417430014,17804932935,612496853,17824689784,592740004,17804932935,17804932935,0,612477175,19756826,592720349,19678,23,19655,17804932935,0,593439215,574296888,18776564,18170527,261396,252934,1148737629,39483666,1150012456,38208839,1148737629,1148737629,0,39482425,1274826,38207599,1241,1,1240,1148737629,0,38295224,37058739,1178725,1140644,8476,8216
125359357952,38104675719,18456952267,1190771118,18456952334,17843140414,613811853,17862939563,594012704,17843140414,17843140414,0,613792131,19799126,593993005,19722,23,19699,17843140414,0,594712735,575529459,18817300,18209938,262096,253608,1151202606,39568512,1152480156,38290962,1151202606,1151202606,0,39567269,1277549,38289720,1243,1,1242,1151202606,0,38377410,37138292,1181358,1143188,8501,8240
125627793408,38186270326,18496474639,1193320952,18496474735,17881348119,615126520,17901189535,595285104,17881348119,17881348119,0,615106749,19841392,595265357,19771,24,19747,17881348119,0,595985972,576761734,18857946,18249302,262831,254321,1153667047,39653905,1154947381,38373571,1153667047,1153667047,0,39652659,1280333,38372326,1246,1,1245,1153667047,0,38460155,37218347,1183973,1145713,8531,8266
125896228864,38267864857,18535997017,1195870777,18535997063,17919557017,616440000,17939440739,596556278,17919557017,17919557017,0,616420186,19883698,596536488,19814,24,19790,17919557017,0,597257837,577992686,18898810,18288792,263539,255010,1156132114,39738663,1157415161,38455616,1156132114,1156132114,0,39737415,1283046,38454369,1248,1,1247,1156132114,0,38542259,37297813,1186608,1148273,8548,8283
126164664320,38349459513,18575519416,1198420608,18575519489,17957762586,617756830,17977688377,597831039,17957762586,17957762586,0,617736975,19925767,597811208,19855,24,19831,17957762586,0,598533184,579227350,18939514,18328135,264277,255723,1158597556,39823052,1159883381,38537227,1158597556,1158597556,0,39821800,1285824,38535976,1252,1,1251,1158597556,0,38623981,37376829,1189245,1150838,8574,8309
126433099776,38431054034,18615041723,1200970442,18615041869,17995969502,619072221,18015937618,599104105,17995969502,17995969502,0,619052320,19968092,599084228,19901,24,19877,17995969502,0,599807358,580460513,18979934,18367267,265028,256448,1161062684,39907758,1162351205,38619237,1161062684,1161062684,0,39906502,1288520,38617982,1256,1,1255,1161062684,0,38706005,37456246,1191899,1153403,8598,8333
126701535232,38512648626,18654564068,1203520303,18654564255,18034176686,620387382,18054187198,600376870,18034176686,18034176686,0,620367450,20010488,600356962,19932,24,19908,18034176686,0,601080984,581693021,19020697,18406773,265769,257168,1163527532,39992771,1164818719,38701584,1163527532,1163527532,0,39991511,1291186,38700325,1260,1,1259,1163527532,0,38788417,37536065,1194474,1155906,8620,8354
126969970688,38594243249,18694086560,1206070120,18694086569,18072382259,621704301,18092435441,601651119,18072382259,18072382259,0,621684331,20053158,601631173,19970,24,19946,18072382259,0,602356161,582926823,19061663,18446459,266507,257891,1165992445,40077675,1167286397,38783723,1165992445,1165992445,0,40076415,1293951,38782464,1260,1,1259,1165992445,0,38870733,37615699,1197030,1158380,8652,8385
