boundary,total,inert,ramified,split,inert_trivial,inert_non_trivial,inert_rank_inc,inert_rank_same,inert_rank_0,inert_rank_0_inc,inert_rank_0_same,inert_rank_1,inert_rank_1_inc,inert_rank_1_same,inert_rank_2,inert_rank_2_inc,inert_rank_2_same,inert_rank_3,inert_rank_3_inc,inert_rank_3_same,inert_cyclic_0,inert_cyclic_0_rank_same,inert_cyclic_1,inert_cyclic_1_rank_same,inert_cyclic_2,inert_cyclic_2_rank_same,inert_cyclic_3,inert_cyclic_3_rank_same,inert_cyclic_4,inert_cyclic_4_rank_same,inert_cyclic_5,inert_cyclic_5_rank_same,inert_cyclic_6,inert_cyclic_6_rank_same,inert_cyclic_7,inert_cyclic_7_rank_same,inert_cyclic_8,inert_cyclic_8_rank_same,ramified_trivial,ramified_non_trivial,ramified_rank_inc,ramified_rank_same,ramified_rank_0,ramified_rank_0_inc,ramified_rank_0_same,ramified_rank_1,ramified_rank_1_inc,ramified_rank_1_same,ramified_rank_2,ramified_rank_2_inc,ramified_rank_2_same,ramified_rank_3,ramified_rank_3_inc,ramified_rank_3_same,ramified_cyclic_0,ramified_cyclic_0_rank_same,ramified_cyclic_1,ramified_cyclic_1_rank_same,ramified_cyclic_2,ramified_cyclic_2_rank_same,ramified_cyclic_3,ramified_cyclic_3_rank_same,ramified_cyclic_4,ramified_cyclic_4_rank_same,ramified_cyclic_5,ramified_cyclic_5_rank_same,ramified_cyclic_6,ramified_cyclic_6_rank_same,ramified_cyclic_7,ramified_cyclic_7_rank_same
68719476736,20888215948,8703423407,3481369226,8703423315,6621510123,2081913284,7034569698,1668853709,6621510123,6621510123,0,2064186609,412353612,1651832997,17720872,705908,17014964,5803,55,5748,6621510123,0,1651721821,1321759143,330331391,264346844,66074085,52877751,13209247,10569777,2514437,2011206,319960,255692,15667,12583,1,1,2649089692,832279534,2814013105,667356121,2649089692,2649089692,0,825225746,164646458,660579288,7051681,276938,6774743,2107,17,2090,2649089692,0,660429376,528658051,132071727,105723023,26418893,21150640,5266383,4215911,943946,755397,93503,74705,1918,1561
68987912192,20969810591,8737421125,3494968396,8737421070,6647368348,2090052777,7062044659,1675376466,6647368348,6647368348,0,2072256568,413967558,1658289010,17790390,708698,17081692,5819,55,5764,6647368348,0,1658180108,1326925056,331621908,265380196,66331734,53083601,13260847,10611165,2524636,2019351,321557,256973,15777,12667,1,1,2659432134,835536262,2825002445,669965951,2659432134,2659432134,0,828454868,165292269,663162599,7079277,278025,6801252,2117,17,2100,2659432134,0,663013660,530725375,132587919,106136191,26522267,21233201,5287131,4232527,947950,758613,93999,75109,1942,1583
69256347648,21051405238,8771418942,3508567480,8771418816,6673231046,2098187896,7089523015,1681895927,6673231046,6673231046,0,2080322181,415580411,1664741770,17859870,711503,17148367,5845,55,5790,6673231046,0,1664633830,1332088733,332912038,266412138,66589767,53289879,13312602,10652445,2534945,2027602,323123,258228,15875,12744,1,1,2669777046,838790434,2835992715,672574765,2669777046,2669777046,0,831681214,165936519,665744695,7107099,279133,6827966,2121,17,2104,2669777046,0,665595311,532791309,133103420,106549054,26626294,21316287,5307831,4249165,951872,761752,94522,75529,1964,1599
69524783104,21132999802,8805416677,3522166573,8805416552,6699090513,2106326164,7116998754,1688417923,6699090513,6699090513,0,2088390884,417193879,1671197005,17929406,714307,17215099,5874,55,5819,6699090513,0,1671089558,1337253185,334202657,267444962,66848318,53496896,13364342,10693704,2545337,2035946,324708,259499,15963,12812,1,1,2680124505,842042068,2846985942,675180631,2680124505,2680124505,0,834905331,166581197,668324134,7134606,280223,6854383,2131,17,2114,2680124505,0,668175120,534855677,133619384,106961442,26729463,21398826,5328559,4265759,955848,764933,94973,75882,1984,1615
69793218560,21214594409,8839414415,3535765647,8839414347,6724951763,2114462652,7144474715,1694939700,6724951763,6724951763,0,2096457949,418805830,1677652119,17998808,717067,17281741,5895,55,5840,6724951763,0,1677545674,1342419412,335492211,268476378,67106022,53703351,13416158,10735111,2555575,2044246,326253,260735,16055,12885,1,1,2690469083,845296564,2857976205,677789442,2690469083,2690469083,0,838132212,167225860,670906352,7162213,281245,6880968,2139,17,2122,2690469083,0,670756740,536921677,134136065,107374594,26832968,21481864,5349201,4282279,959730,768009,95508,76303,2000,1626
70061654016,21296188973,8873412135,3549364755,8873412083,6750807419,2122604716,7171945308,1701466827,6750807419,6750807419,0,2104530570,420418059,1684112511,18068231,719775,17348456,5915,55,5860,6750807419,0,1684002160,1347587014,336785677,269511121,67364699,53910227,13468028,10776568,2565979,2052597,327872,262024,16154,12959,1,1,2700810041,848554714,2868963488,680401267,2700810041,2700810041,0,841362652,167871097,673491555,7189917,282333,6907584,2145,17,2128,2700810041,0,673340874,538989384,134654240,107789514,26935934,21564328,5369811,4298788,963780,771208,95990,76687,2023,1646
70330089472,21377783601,8907409877,3562963867,8907409857,6776668139,2130741738,7199419669,1707990208,6776668139,6776668139,0,2112598214,422028972,1690569242,18137589,722503,17415086,5935,55,5880,6776668139,0,1690457683,1352753455,338076025,270544090,67622807,54116586,13519655,10817912,2576263,2060813,329533,263353,16247,13032,1,1,2711156310,851807557,2879955330,683008537,2711156310,2711156310,0,844587991,168515664,676072327,7217411,283339,6934072,2155,17,2138,2711156310,0,675921346,541054398,135170361,108202286,27039388,21647054,5390561,4315422,967790,774413,96499,77090,2046,1664
70598524928,21459378202,8941407621,3576562982,8941407599,6802528253,2138879368,7226896614,1714511007,6802528253,6802528253,0,2120666371,423643002,1697023369,18207040,725303,17481737,5957,56,5901,6802528253,0,1696910861,1357916249,339368507,271577583,67881548,54323247,13571425,10859549,2586549,2068972,331120,264644,16360,13124,1,1,2721500211,855062771,2890943461,685619521,2721500211,2721500211,0,847815473,169158778,678656695,7245133,284455,6960678,2165,17,2148,2721500211,0,678503333,543121779,135687269,108616342,27142798,21729832,5411244,4331968,971764,777597,97006,77502,2059,1675
70866960384,21540972763,8975405421,3590162055,8975405287,6828390903,2147014518,7254374310,1721031111,6828390903,6828390903,0,2128732465,425255351,1703477114,18276071,727999,17548072,5982,57,5925,6828390903,0,1703365342,1363080441,340658716,272610049,68139403,54529391,13623186,10901011,2596647,2077094,332724,265933,16446,13194,1,1,2731846838,858315217,2901935151,688226904,2731846838,2731846838,0,851040333,169802704,681237629,7272710,285592,6987118,2174,17,2157,2731846838,0,681082084,545185300,136204936,109030829,27245991,21812566,5431884,4348510,975863,780859,97499,77879,2076,1686
71135395840,21622567344,9009403088,3603761173,9009403083,6854248516,2155154572,7281847248,1727555840,6854248516,6854248516,0,2136802983,426867905,1709935078,18345587,730770,17614817,6002,57,5945,6854248516,0,1709823190,1368248565,341948995,273641833,68398159,54736372,13674828,10942487,2606942,2085320,334311,267219,16557,13281,1,1,2742189388,861571785,2912924641,690836532,2742189388,2742189388,0,854269220,170448554,683820666,7300385,286682,7013703,2180,17,2163,2742189388,0,683664949,547251529,136722237,109444661,27349683,21895518,5452378,4364920,979854,784047,98018,78287,2101,1704
71403831296,21704161939,9043400843,3617360271,9043400825,6880110891,2163289952,7309322953,1734077890,6880110891,6880110891,0,2144868714,428478463,1716390251,18415214,733542,17681672,6024,57,5967,6880110891,0,1716276511,1373412856,343239871,274675022,68656069,54943022,13726641,10984068,2617090,2093450,335887,268477,16644,13355,1,1,2752534683,864825588,2923915888,693444383,2752534683,2752534683,0,857495369,171093426,686401943,7328032,287762,7040270,2187,17,2170,2752534683,0,686246369,549316965,137237784,109857203,27453419,21978393,5473294,4381690,983893,787309,98497,78670,2113,1713
71672266752,21785756538,9077398582,3630959377,9077398579,6905970486,2171428096,7336797016,1740601566,6905970486,6905970486,0,2152937207,430090094,1722847113,18484839,736379,17748460,6050,57,5993,6905970486,0,1722730387,1378577414,344532439,275709422,68914744,55150121,13778038,11025379,2627327,2101557,337521,269773,16750,13446,1,1,2762882255,868077122,2934907924,696051453,2762882255,2762882255,0,860719226,171736841,688982385,7355697,288811,7066886,2199,17,2182,2762882255,0,688825768,551381890,137753647,110269794,27556589,22061030,5494228,4398396,987883,790481,98977,79065,2134,1729
71940702208,21867351110,9111396302,3644558451,9111396357,6931834187,2179562115,7364276411,1747119891,6931834187,6931834187,0,2161001849,431702981,1729298868,18554192,739186,17815006,6074,57,6017,6931834187,0,1729182386,1383738974,345822655,276741419,69173392,55357227,13829803,11066861,2637672,2109858,339066,270987,16873,13540,2,2,2773224603,871333848,2945896496,698661955,2773224603,2773224603,0,863948058,172381934,691566124,7383585,289942,7093643,2205,17,2188,2773224603,0,691409483,553449282,138270186,110683094,27659739,22143698,5515099,4415143,991919,793693,99481,79473,2151,1741
72209137664,21948945597,9145393958,3658157526,9145394113,6957695895,2187698063,7391753779,1753640179,6957695895,6957695895,0,2169068774,433315963,1735752811,18623196,741863,17881333,6093,58,6035,6957695895,0,1735638408,1388903896,347112202,277773086,69431038,55563486,13881644,11108439,2647841,2118009,340661,272271,16978,13622,2,2,2783570220,874587306,2956887011,701270515,2783570220,2783570220,0,867173692,173025763,694147929,7411400,291011,7120389,2214,17,2197,2783570220,0,693990244,555515251,138787107,111096746,27762776,22225973,5535632,4431548,995820,796821,99947,79837,2166,1753
72477573120,22030540298,9179391699,3671756688,9179391911,6983558149,2195833550,7419229165,1760162534,6983558149,6983558149,0,2177134292,434926297,1742207995,18693148,744661,17948487,6110,58,6052,6983558149,0,1742089609,1394066173,348405167,278808651,69689093,55770072,13932953,11149552,2658158,2126331,342239,273513,17071,13701,2,2,2793917851,877838837,2967879401,703877287,2793917851,2793917851,0,870397499,173669438,696728061,7439119,292095,7147024,2219,17,2202,2793917851,0,696569586,557579221,139303496,111510214,27865575,22308356,5556443,4448287,999756,799967,100451,80244,2192,1772
72746008576,22112134882,9213389497,3685355794,9213389591,7009420885,2203968612,7446707024,1766682473,7009420885,7009420885,0,2185199941,436538609,1748661332,18762540,747471,18015069,6131,59,6072,7009420885,0,1748541856,1399227684,349696508,279842585,69947789,55977329,13984494,11190809,2668273,2134375,343848,274771,17171,13777,2,2,2804266270,881089524,2978871579,706484215,2804266270,2804266270,0,873620257,174312085,699308172,7467041,293207,7173834,2226,17,2209,2804266270,0,699147926,559643238,139819268,111923394,27969075,22391212,5577154,4464810,1003677,803111,100949,80623,2208,1784
73014444032,22193729481,9247387238,3698954842,9247387401,7035283391,2212103847,7474186311,1773200927,7035283391,7035283391,0,2193266147,438152738,1755113409,18831544,750123,18081421,6156,59,6097,7035283391,0,1754994494,1404389080,350988231,280875716,70206288,56184234,14035869,11231905,2678554,2142602,345456,276026,17253,13844,2,2,2814611907,884342935,2989861636,709093206,2814611907,2814611907,0,876845727,174955369,701890358,7494978,294343,7200635,2230,17,2213,2814611907,0,701728175,561708649,140336290,112337233,28072091,22473880,5597944,4481539,1007534,806229,101457,81025,2236,1803
73282879488,22275324070,9281384983,3712553964,9281385123,7061139605,2220245378,7501658360,1779726623,7061139605,7061139605,0,2201337906,439765849,1761572057,18901296,752847,18148449,6176,59,6117,7061139605,0,1761453486,1409557274,352279517,281908868,70463954,56390521,14087725,11273355,2688755,2150766,347109,277345,17357,13925,3,3,2824953805,887600159,3000849530,711704434,2824953805,2824953805,0,880075136,175600257,704474879,7522790,295451,7227339,2233,17,2216,2824953805,0,704312397,563777028,140853132,112750585,28175533,22556764,5618456,4497944,1011414,809335,101958,81414,2246,1809
73551314944,22356918646,9315382705,3726153066,9315382875,7086995312,2228387393,7529128438,1786254267,7086995312,7086995312,0,2209410358,441377457,1768032901,18970833,755610,18215223,6202,59,6143,7086995312,0,1767910031,1414724170,353573358,282945003,70722349,56597335,14139456,11314826,2698960,2158926,348747,278639,17454,13999,3,3,2835297666,890855400,3011837979,714315087,2835297666,2835297666,0,883302806,176243747,707059059,7550347,296549,7253798,2247,17,2230,2835297666,0,706893136,565842803,141371830,113166206,28278750,22639488,5639043,4514422,1015355,812521,102427,81795,2265,1824
73819750400,22438513268,9349380453,3739752158,9349380657,7112851004,2236529449,7556599779,1792780674,7112851004,7112851004,0,2217483234,442990270,1774492964,19039991,758446,18281545,6224,59,6165,7112851004,0,1774367745,1419891429,354866769,283980336,70980775,56804028,14191016,11356196,2709006,2166957,350358,279930,17562,14085,3,3,2845643146,894109012,3022827576,716924582,2845643146,2845643146,0,886528913,176886802,709642111,7577839,297611,7280228,2260,17,2243,2845643146,0,709474017,567909166,141888213,113579742,28382441,22722541,5659649,4530905,1019407,815744,102900,82173,2286,1840
74088185856,22520107883,9383378231,3753351262,9383378390,7138710754,2244667477,7584073921,1799304310,7138710754,7138710754,0,2225551667,444601798,1780949869,19109560,761310,18348250,6250,59,6191,7138710754,0,1780823564,1425057994,356157507,285013223,71238870,57010389,14242850,11397716,2719237,2175171,351970,281201,17666,14172,3,3,2855986599,897364663,3033816560,719534702,2855986599,2855986599,0,889756797,177531270,712225527,7605595,298674,7306921,2271,17,2254,2855986599,0,712057555,569977058,142404265,113992787,28485572,22804800,5680349,4547511,1023337,818917,103414,82600,2305,1854
74356621312,22601702440,9417376003,3766950322,9417376115,7164579397,2252796606,7611553901,1805822102,7164579397,7164579397,0,2233611364,446210418,1787400946,19178967,764027,18414940,6275,59,6216,7164579397,0,1787272844,1430219425,357446386,286045420,71496832,57216961,14294422,11438939,2729524,2183447,353591,282498,17762,14253,3,3,2866329784,900620538,3044805674,722144648,2866329784,2866329784,0,892984923,178176119,714808804,7633334,299754,7333580,2281,17,2264,2866329784,0,714641972,572045094,142919334,114405083,28589166,22887673,5700829,4563971,1027383,822115,103914,83000,2325,1868
74625056768,22683296956,9451373673,3780549452,9451373831,7190443091,2260930582,7639033465,1812340208,7190443091,7190443091,0,2241676332,447823555,1793852777,19247952,766760,18481192,6298,59,6239,7190443091,0,1793725505,1435380910,358737673,287078655,71754312,57423119,14346011,11480293,2739750,2191650,355216,283809,17862,14338,3,3,2876678202,903871250,3055798200,724751252,2876678202,2876678202,0,896208293,178819165,717389128,7660672,300816,7359856,2285,17,2268,2876678202,0,717220522,574108871,143435792,114818970,28692387,22970261,5721417,4580359,1031393,825357,104440,83433,2342,1877
74893492224,22764891635,9485371422,3794148607,9485371606,7216301854,2269069568,7666506511,1818864911,7216301854,7216301854,0,2249746258,449435051,1800311207,19316992,769547,18547445,6318,59,6259,7216301854,0,1800182562,1440547687,360027710,288112209,72013429,57630173,14397956,11521928,2749847,2199717,356796,285080,17955,14410,3,3,2887023268,907125339,3066789365,727359242,2887023268,2887023268,0,899434878,179464167,719970711,7688163,301913,7386250,2298,17,2281,2887023268,0,719802229,576174610,143951761,115231680,28796208,23053197,5741954,4596899,1035423,828613,104935,83811,2368,1901
75161927680,22846486291,9519369207,3807747692,9519369392,7242163391,2277205816,7693983533,1825385674,7242163391,7242163391,0,2257812632,451047837,1806764795,19386839,772246,18614593,6345,59,6286,7242163391,0,1806637225,1445712041,361317801,289144176,72271380,57836493,14449631,11563300,2760135,2207926,358397,286358,18060,14498,3,3,2897367609,910380083,3077778488,729969204,2897367609,2897367609,0,902661904,180107818,722554086,7715869,303044,7412825,2310,17,2293,2897367609,0,722384334,578241424,144468162,115645246,28899490,23135943,5762641,4613490,1039463,831879,105420,84185,2394,1919
75430363136,22928080855,9553366945,3821346837,9553367073,7268026627,2285340318,7721460889,1831906056,7268026627,7268026627,0,2265877938,452659174,1813218764,19456023,775029,18680994,6357,59,6298,7268026627,0,1813089913,1450875680,362608686,290177533,72529450,58042600,14501422,11604682,2770373,2216099,359951,287611,18140,14556,3,3,2907713545,913633292,3088769362,732577475,2907713545,2907713545,0,905887288,180751649,725135639,7743686,304151,7439535,2318,17,2301,2907713545,0,724964135,580306472,144985356,116059023,29002741,23218597,5783316,4630036,1043430,835013,105903,84568,2407,1930
75698798592,23009675453,9587364709,3834945915,9587364829,7293886550,2293478159,7748935992,1838428717,7293886550,7293886550,0,2273946515,454271540,1819674975,19525265,777843,18747422,6379,59,6320,7293886550,0,1819545391,1456040731,363899776,291210694,72787630,58249343,14553266,11646276,2780671,2224385,361513,288886,18265,14657,3,3,2918059250,916886665,3099761308,735184607,2918059250,2918059250,0,909113056,181396765,727716291,7771279,305276,7466003,2330,17,2313,2918059250,0,727545074,582371193,145501557,116472034,29106115,23301234,5804079,4646682,1047368,838219,106446,84989,2417,1940
75967234048,23091270036,9621362461,3848545052,9621362523,7319750506,2301611955,7776414441,1844948020,7319750506,7319750506,0,2282010714,455883371,1826127343,19594838,780505,18814333,6403,59,6344,7319750506,0,1825999534,1461204210,365187966,292242339,73046178,58456068,14604718,11687329,2790870,2232491,363074,290163,18371,14740,3,3,2928405357,920139695,3110752004,737793048,2928405357,2928405357,0,912338889,182040239,730298650,7798465,306391,7492074,2341,17,2324,2928405357,0,730125980,584437464,146018307,116885719,29208995,23383414,5824807,4663291,1051366,841388,106991,85418,2443,1956
76235669504,23172864617,9655360169,3862144109,9655360339,7345612990,2309747179,7803891949,1851468220,7345612990,7345612990,0,2290076088,457495606,1832580482,19664671,783294,18881377,6420,59,6361,7345612990,0,1832452824,1466367713,366479014,293275068,73303821,58662188,14656184,11728650,2801103,2240611,364674,291437,18465,14812,3,3,2938750364,923393745,3121741051,740403058,2938750364,2938750364,0,915565339,182683240,732882099,7826059,307430,7518629,2347,17,2330,2938750364,0,732708295,586505263,146534245,117298567,29311833,23465907,5845717,4680083,1055303,844491,107489,85822,2457,1966
76504104960,23254459155,9689357905,3875743203,9689358047,7371475933,2317881972,7831371874,1857986031,7371475933,7371475933,0,2298141524,459109864,1839031660,19733999,786017,18947982,6449,60,6389,7371475933,0,1838906302,1471529328,367769300,294307400,73561754,58868329,14707949,11770077,2811349,2248872,366295,292752,18572,14899,3,3,2949094744,926648459,3132730200,743013003,2949094744,2949094744,0,918792443,183326950,735465493,7853663,308489,7545174,2353,17,2336,2949094744,0,735289796,588571624,147050961,117712528,29415467,23548800,5866400,4696588,1059339,847745,108004,86227,2476,1981
76772540416,23336053772,9723355595,3889342322,9723355855,7397338054,2326017541,7858849537,1864506058,7397338054,7397338054,0,2306207468,460722601,1845484867,19803600,788822,19014778,6473,60,6413,7397338054,0,1845359217,1476691804,369059960,295340001,73820290,59075370,14759736,11811423,2821643,2257181,367940,294099,18679,14986,3,3,2959439628,929902694,3143719923,745622399,2959439628,2959439628,0,922018673,183970633,738048040,7881658,309645,7572013,2363,17,2346,2959439628,0,737871009,590637708,147566996,118125673,29518969,23631588,5887277,4713449,1063414,850982,108513,86643,2495,1997
77040975872,23417648346,9757353397,3902941420,9757353529,7423201478,2334151919,7886327216,1871026181,7423201478,7423201478,0,2314272378,462334043,1851938335,19873032,791635,19081397,6509,60,6449,7423201478,0,1851811587,1481855625,370350818,296372591,74078648,59281705,14811102,11852531,2831896,2265401,369551,295418,18773,15061,3,3,2969785291,933156129,3154711280,748230140,2969785291,2969785291,0,925244419,184615264,740629155,7909339,310707,7598632,2371,18,2353,2969785291,0,740451855,592702588,148083322,118538993,29622273,23714266,5907882,4729938,1067510,854275,109064,87084,2513,2011
77309411328,23499243001,9791351128,3916540617,9791351256,7449066588,2342284540,7913807059,1877544069,7449066588,7449066588,0,2322335783,463945887,1858389896,19942230,794524,19147706,6527,60,6467,7449066588,0,1858262139,1487016197,371642438,297406889,74336441,59487599,14862683,11893818,2842076,2273551,371150,296719,18853,15120,3,3,2980132336,936408281,3165701732,750838885,2980132336,2980132336,0,928469045,185257539,743211506,7936859,311839,7625020,2377,18,2359,2980132336,0,743034210,594770157,148597771,118951198,29724770,23796474,5928770,4746699,1071454,857482,109534,87466,2536,2030
77577846784,23580837588,9825348870,3930139667,9825349051,7474930853,2350418017,7941285432,1884063438,7474930853,7474930853,0,2330400039,465557246,1864842793,20011436,797273,19214163,6542,60,6482,7474930853,0,1864712663,1492177581,372934511,298440981,74594497,59694191,14914453,11935208,2852147,2281601,372808,298025,18957,15203,3,3,2990478177,939661490,3176692347,753447320,2990478177,2990478177,0,931694353,185901148,745793205,7964754,313004,7651750,2383,18,2365,2990478177,0,745614755,596835802,149113334,119363649,29828685,23879747,5949521,4763353,1075442,860720,110053,87884,2563,2050
77846282240,23662432112,9859346586,3943738729,9859346797,7500790221,2358556365,7968761289,1890585297,7500790221,7500790221,0,2338469121,467171066,1871298055,20080665,799941,19280724,6579,61,6518,7500790221,0,1871169278,1497342423,374224754,299473191,74853323,59901494,14965909,11976551,2862307,2289728,374477,299372,19069,15292,4,4,3000823909,942914820,3187683327,756055402,3000823909,3000823909,0,934919675,186545291,748374384,7992749,314108,7678641,2396,19,2377,3000823909,0,748194795,598899836,149630051,119777589,29932120,23962727,5970212,4779981,1079361,863883,110557,88303,2579,2065
78114717696,23744026729,9893344327,3957337820,9893344582,7526653851,2366690476,7996239189,1897105138,7526653851,7526653851,0,2346533355,468782521,1877750834,20150521,802755,19347766,6600,62,6538,7526653851,0,1877621841,1502506134,375514992,300505068,75111410,60107986,15017414,12017774,2872505,2297896,376007,300587,19182,15385,4,4,3011168671,946169149,3198673191,758664629,3011168671,3011168671,0,938146245,187189292,750956953,8020499,315209,7705290,2405,19,2386,3011168671,0,750776199,600965845,150146867,120191192,30035251,24045468,5990887,4796521,1083385,867133,111059,88714,2597,2080
78383153152,23825621307,9927342178,3970936826,9927342303,7552512236,2374829942,8023715330,1903626848,7552512236,7552512236,0,2354603283,470397465,1884205818,20220046,805567,19414479,6613,62,6551,7552512236,0,1884074414,1507666863,376808705,301540447,75370927,60315660,15069463,12059357,2882828,2306134,377656,301883,19286,15470,4,4,3021513805,949423021,3209662856,761273970,3021513805,3021513805,0,941372219,187832734,753539485,8048388,316298,7732090,2414,19,2395,3021513805,0,753357295,603032472,150663244,120604099,30138250,24128038,6011794,4813261,1087420,870383,111602,89137,2614,2095
78651588608,23907215954,9961339980,3984535948,9961340026,7578374374,2382965606,8051191236,1910148744,7578374374,7578374374,0,2362669472,472008329,1890661143,20289496,808471,19481025,6638,62,6576,7578374374,0,1890527662,1512830712,378100673,302575168,75628281,60521441,15121096,12100741,2893051,2314300,379324,303229,19381,15548,4,4,3031860390,952675558,3220655465,763880483,3031860390,3031860390,0,944596975,188477697,756119278,8076160,317359,7758801,2423,19,2404,3031860390,0,755938215,605097055,151178989,121016867,30241261,24210432,6032430,4829810,1091382,873484,112065,89521,2633,2109
78920024064,23988810595,9995337689,3998135105,9995337801,7604237754,2391099935,8078669460,1916668229,7604237754,7604237754,0,2370734290,473620234,1897114056,20358992,811410,19547582,6653,62,6591,7604237754,0,1896979500,1517992963,379392547,303608850,75885914,60727686,15172723,12142013,2903221,2322423,380898,304490,19482,15627,5,4,3042205343,955929762,3231645047,766490058,3042205343,3042205343,0,947823285,189121208,758702077,8104045,318477,7785568,2432,19,2413,3042205343,0,758520737,607164296,151694385,121429716,30344637,24293085,6052982,4846281,1095315,876640,112569,89931,2660,2128
79188459520,24070405193,10029335467,4011734207,10029335519,7630096921,2399238546,8106143749,1923191718,7630096921,7630096921,0,2378803225,475232588,1903570637,20428647,814178,19614469,6674,62,6612,7630096921,0,1903436949,1523161216,380682276,304639976,76144268,60934206,15224251,12183186,2913387,2330556,382499,305782,19590,15711,5,4,3052549288,959184919,3242634211,769099996,3052549288,3052549288,0,951050859,189765320,761285539,8131623,319584,7812039,2437,19,2418,3052549288,0,761102860,609231380,152211139,121843186,30447898,24375777,6073774,4862789,1099399,879891,113112,90375,2677,2141
79456894976,24151999762,10063333242,4025333302,10063333218,7655957971,2407375271,8133620326,1929712916,7655957971,7655957971,0,2386870728,476845341,1910025387,20497844,816952,19680892,6699,62,6637,7655957971,0,1909891868,1528325654,381972739,305672954,76402889,61140910,15276068,12224480,2923405,2338566,384067,307032,19687,15787,5,4,3062892897,962440405,3253622884,771710418,3062892897,3062892897,0,954278493,190409286,763869207,8159467,320682,7838785,2445,19,2426,3062892897,0,763686526,611299806,152726582,122255669,30551132,24458265,6094528,4879432,1103375,883078,113651,90799,2699,2158
79725330432,24233594306,10097330875,4038932433,10097330998,7681817035,2415513840,8161094527,1936236348,7681817035,7681817035,0,2394939444,478457694,1916481750,20567674,819736,19747938,6722,62,6660,7681817035,0,1916349145,1533492313,383262787,306705582,76660779,61347178,15327550,12265668,2933672,2346787,385704,308340,19802,15878,5,4,3073237913,965694520,3264612445,774319988,3073237913,3073237913,0,957504869,191052761,766452108,8187197,321752,7865445,2454,19,2435,3073237913,0,766268602,613366937,153242468,122668552,30654325,24540824,6115182,4896101,1107423,886312,114149,91207,2720,2175
79993765888,24315188906,10131328664,4052531476,10131328766,7707676816,2423651848,8188570841,1942757823,7707676816,7707676816,0,2403007898,480071430,1922936468,20637204,822533,19814671,6746,62,6684,7707676816,0,1922805695,1538658102,384552560,307737092,76919118,61553642,15379486,12307159,2943881,2354907,387251,309602,19902,15960,5,4,3083584262,968947214,3275605903,776925573,3083584262,3083584262,0,960729904,191698744,769031160,8214845,322878,7891967,2465,19,2446,3083584262,0,768848420,615430626,153758683,123080759,30757905,24623681,6136014,4912715,1111459,889546,114687,91643,2736,2190
80262201344,24396783511,10165326416,4066130618,10165326477,7733536797,2431789619,8216045160,1949281256,7733536797,7733536797,0,2411076394,481682956,1929393438,20706452,825344,19881108,6773,63,6710,7733536797,0,1929261588,1543824526,385844017,308770760,77176538,61759475,15431251,12348629,2954059,2363075,388911,310915,20025,16054,5,4,3093930542,972200076,3286597287,779533331,3093930542,3093930542,0,963955449,192342749,771612700,8242155,323977,7918178,2472,19,2453,3093930542,0,771428903,617496338,154275153,123493838,30861093,24706151,6156888,4929375,1115449,892737,115205,92053,2758,2208
80530636800,24478378081,10199324106,4079729698,10199324277,7759398945,2439925161,8243519901,1955804205,7759398945,7759398945,0,2419142650,483292881,1935849769,20775713,828012,19947701,6798,63,6735,7759398945,0,1935714005,1548989402,387135696,309804331,77434758,61966198,15483215,12390210,2964302,2371271,390538,312217,20131,16136,5,4,3104278584,975451114,3297590802,782138896,3104278584,3104278584,0,967178572,192987137,774191435,8270060,325062,7944998,2482,19,2463,3104278584,0,774008343,619559622,154790541,123906554,30964411,24788860,6177337,4945756,1119500,896003,115663,92415,2777,2225
80799072256,24559972757,10233321918,4093328795,10233322044,7785258089,2448063829,8270993529,1962328389,7785258089,7785258089,0,2427211797,484904621,1942307176,20845214,830754,20014460,6818,65,6753,7785258089,0,1942171440,1554156708,388426574,310837888,77692591,62172420,15534421,12431137,2974415,2379311,392107,313477,20243,16230,6,5,3114624663,978704132,3308583233,784745562,3114624663,3114624663,0,970403707,193632331,776771376,8297932,326220,7971712,2493,19,2474,3114624663,0,776589086,621624276,155306378,124319184,31068030,24871652,6197876,4962106,1123365,899094,116176,92824,2796,2240
81067507712,24641567367,10267319689,4106927928,10267319750,7811119354,2456200335,8298469916,1968849773,7811119354,7811119354,0,2435278363,486517026,1948761337,20915132,833471,20081661,6840,65,6775,7811119354,0,1948625677,1559319593,389717011,311871420,77950951,62379367,15586012,12472396,2984621,2387438,393741,314807,20344,16311,6,5,3124970197,981957731,3319574128,787353800,3124970197,3124970197,0,973629558,194276563,779352995,8325671,327349,7998322,2502,19,2483,3124970197,0,779170124,623689598,155822401,124732134,31171390,24954670,6218689,4978747,1127452,902358,116689,93233,2813,2255
81335943168,24723161952,10301317468,4120526980,10301317504,7836980224,2464337244,8325944106,1975373362,7836980224,7836980224,0,2443345743,488127659,1955218084,20984631,836158,20148473,6870,65,6805,7836980224,0,1955079633,1564485279,391008564,312905325,78209101,62585639,15637707,12513700,2994838,2395571,395445,316168,20449,16397,6,5,3135318267,985208713,3330567703,789959277,3135318267,3135318267,0,976852968,194921012,781931956,8353236,328405,8024831,2509,19,2490,3135318267,0,781748934,625752973,156339139,125145645,31274140,25036739,6239215,4995126,1131460,905531,117243,93666,2837,2276
