boundary,total,inert,ramified,split,inert_trivial,inert_non_trivial,inert_rank_inc,inert_rank_same,inert_rank_0,inert_rank_0_inc,inert_rank_0_same,inert_rank_1,inert_rank_1_inc,inert_rank_1_same,inert_rank_2,inert_rank_2_inc,inert_rank_2_same,inert_rank_3,inert_rank_3_inc,inert_rank_3_same,inert_cyclic_0,inert_cyclic_0_rank_same,inert_cyclic_1,inert_cyclic_1_rank_same,inert_cyclic_2,inert_cyclic_2_rank_same,inert_cyclic_3,inert_cyclic_3_rank_same,inert_cyclic_4,inert_cyclic_4_rank_same,inert_cyclic_5,inert_cyclic_5_rank_same,inert_cyclic_6,inert_cyclic_6_rank_same,inert_cyclic_7,inert_cyclic_7_rank_same,inert_cyclic_8,inert_cyclic_8_rank_same,ramified_trivial,ramified_non_trivial,ramified_rank_inc,ramified_rank_same,ramified_rank_0,ramified_rank_0_inc,ramified_rank_0_same,ramified_rank_1,ramified_rank_1_inc,ramified_rank_1_same,ramified_rank_2,ramified_rank_2_inc,ramified_rank_2_same,ramified_rank_3,ramified_rank_3_inc,ramified_rank_3_same,ramified_cyclic_0,ramified_cyclic_0_rank_same,ramified_cyclic_1,ramified_cyclic_1_rank_same,ramified_cyclic_2,ramified_cyclic_2_rank_same,ramified_cyclic_3,ramified_cyclic_3_rank_same,ramified_cyclic_4,ramified_cyclic_4_rank_same,ramified_cyclic_5,ramified_cyclic_5_rank_same,ramified_cyclic_6,ramified_cyclic_6_rank_same,ramified_cyclic_7,ramified_cyclic_7_rank_same
53955526656,16400513607,6833547293,2733418880,6833547434,5199146654,1634400639,5523399619,1310147674,5199146654,5199146654,0,1620495222,323699721,1296795501,13900879,553194,13347685,4538,50,4488,5199146654,0,1296712667,1037683673,259341589,207541013,51871290,41513616,10371390,8298900,1952795,1561983,234907,187759,10584,8557,0,0,2080051278,653367602,2209496621,523922259,2080051278,2080051278,0,647835179,129228775,518606404,5530783,216554,5314229,1640,14,1626,2080051278,0,518481541,415050575,103687331,83006155,20743678,16608559,4128628,3305607,726408,581477,66475,53130,1118,901
54223962112,16482108162,6867545034,2747017949,6867545179,5225009306,1642535728,5550877790,1316667244,5225009306,5225009306,0,1628560359,325312350,1303248009,13970811,556084,13414727,4558,50,4508,5225009306,0,1303167805,1042848399,260630405,208572158,52129540,41719893,10422643,8339893,1962908,1570062,236382,188972,10676,8632,0,0,2090393513,656624436,2220484560,526533389,2090393513,2090393513,0,651064239,129873356,521190883,5558545,217677,5340868,1652,14,1638,2090393513,0,521064971,417118079,104203703,83419639,20847515,16691742,4149534,3322266,730417,584708,66971,53538,1128,911
54492397568,16563702817,6901542798,2760617120,6901542899,5250876230,1650666568,5578358561,1323184237,5250876230,5250876230,0,1636621725,326923451,1309698274,14040263,558830,13481433,4580,50,4530,5250876230,0,1309618659,1048009800,261919545,209604320,52387791,41926198,10473839,8380785,1973245,1578315,237887,190165,10759,8691,0,0,2100740918,659876202,2231475689,529141431,2100740918,2100740918,0,654288578,130515996,523772582,5585960,218761,5367199,1664,14,1650,2100740918,0,523645213,419183941,104718970,83832144,20951110,16774895,4170330,3338930,734372,587835,67436,53910,1147,927
54760833024,16645297340,6935540531,2774216204,6935540605,5276740729,1658799802,5605836291,1329704240,5276740729,5276740729,0,1644685699,328533901,1316151798,14109505,561611,13547894,4598,50,4548,5276740729,0,1316069850,1053172140,263210655,210638018,52645826,42132692,10525559,8422271,1983548,1586521,239399,191383,10862,8773,0,0,2111087997,663128207,2242466339,531749865,2111087997,2111087997,0,657512696,131158475,526354221,5613837,219853,5393984,1674,14,1660,2111087997,0,526224569,421249375,105235075,84245413,21054442,16857605,4191088,3355505,738460,591097,67905,54290,1157,936
55029268480,16726891961,6969538280,2787815309,6969538372,5302601957,1666936323,5633313373,1336224907,5302601957,5302601957,0,1652752349,330146900,1322605449,14179350,564466,13614884,4624,50,4574,5302601957,0,1322523750,1058335339,264502263,211671604,52903046,42338471,10577644,8463876,1993808,1594727,240880,192582,10958,8850,0,0,2121434721,666380588,2253458421,534356888,2121434721,2121434721,0,660737389,131802782,528934607,5641516,220904,5420612,1683,14,1669,2121434721,0,528805137,423314088,105750880,84658393,21157524,16940021,4211939,3372281,742384,594244,68360,54637,1165,943
55297703936,16808486546,7003535962,2801414458,7003536126,5328461841,1675074121,5660786552,1342749410,5328461841,5328461841,0,1660820692,331757310,1329063382,14248783,567351,13681432,4646,50,4596,5328461841,0,1328981178,1063503757,265793015,212704903,53160045,42544208,10628924,8504858,2004059,1602901,242419,193831,11052,8924,0,0,2131780321,669634137,2264447709,536966749,2131780321,2131780321,0,663963146,132445351,531517795,5669296,222023,5447273,1695,14,1681,2131780321,0,531385770,425381045,106267354,85071743,21261093,17022846,4232595,3388798,746307,597385,68844,55021,1183,957
55566139392,16890081093,7037533726,2815013558,7037533809,5354324352,1683209374,5688262250,1349271476,5354324352,5354324352,0,1668886570,333367809,1335518761,14318130,570039,13748091,4674,50,4624,5354324352,0,1335433416,1068667758,267084443,213738449,53418955,42751533,10680620,8546110,2014096,1610894,243913,195035,11127,8982,0,0,2142127724,672885834,2275439428,539574130,2142127724,2142127724,0,667187446,133088588,534098858,5696688,223102,5473586,1700,14,1686,2142127724,0,533966007,427445716,106782927,85485201,21364472,17105566,4253412,3405582,750145,600460,69293,55369,1190,964
55834574848,16971675681,7071531452,2828612615,7071531614,5380179482,1691351970,5715734890,1355796562,5380179482,5380179482,0,1676959173,334982482,1341976691,14388108,572876,13815232,4689,50,4639,5380179482,0,1341891638,1073833673,268377025,214772686,53677649,42958780,10732096,8587409,2024069,1618810,245478,196281,11218,9052,0,0,2152473722,676138893,2286432787,542179828,2152473722,2152473722,0,670412470,133734812,536677658,5724712,224239,5500473,1711,14,1697,2152473722,0,536546092,429509429,107299569,85897883,21467601,17187950,4274176,3422107,754032,603550,69799,55765,1201,974
56103010304,17053270261,7105529150,2842211731,7105529380,5406034230,1699494920,5743204224,1362324926,5406034230,5406034230,0,1685032365,336594282,1348438083,14457849,575662,13882187,4706,50,4656,5406034230,0,1348349895,1079002455,269669530,215806995,53936502,43166114,10783781,8628880,2034355,1627034,247008,197495,11294,9110,0,0,2162818435,679393296,2297422002,544789729,2162818435,2162818435,0,673639080,134378176,539260904,5752497,225377,5527120,1719,14,1705,2162818435,0,539127801,431576299,107815547,86310993,21571325,17271131,4294907,3438627,758035,606741,70251,56128,1214,985
56371445760,17134864867,7139526982,2855810787,7139527098,5431901321,1707625661,5770684759,1368842223,5431901321,5431901321,0,1693093943,338204954,1354888989,14526992,578433,13948559,4726,51,4675,5431901321,0,1354801011,1084164061,270958002,216838569,54194785,43372861,10835651,8670514,2044582,1635098,248522,198704,11390,9182,0,0,2173166263,682644524,2308415652,547395135,2173166263,2173166263,0,676862532,135022881,541839651,5780259,226494,5553765,1733,14,1719,2173166263,0,541706383,433639394,108331950,86724073,21674673,17353596,4315561,3455146,762015,609952,70722,56493,1228,997
56639881216,17216459493,7173524771,2869409888,7173524834,5457765364,1715759407,5798162347,1375362424,5457765364,5457765364,0,1701158537,339815687,1361342850,14596128,581245,14014883,4742,51,4691,5457765364,0,1361253983,1089328860,272248638,217870884,54452820,43579438,10886931,8711331,2054675,1643184,250012,199895,11478,9258,0,0,2183510620,685899268,2319405199,550004689,2183510620,2183510620,0,680089486,135666987,544422499,5808037,227578,5580459,1745,14,1731,2183510620,0,544288520,435706197,108848641,87137525,21777560,17435963,4336338,3471825,765982,613097,71206,56887,1239,1005
56908316672,17298054028,7207522463,2883008994,7207522571,5483632876,1723889587,5825642131,1381880332,5483632876,5483632876,0,1709219869,341425177,1367794692,14664957,584026,14080931,4761,52,4709,5483632876,0,1367705376,1094492362,273537816,218902205,54710395,43785839,10938342,8752482,2064803,1651337,251568,201137,11569,9330,0,0,2193858234,689150760,2330397843,552611151,2193858234,2193858234,0,683313452,136310813,547002639,5835556,228782,5606774,1752,14,1738,2193858234,0,546869187,437771436,109364184,87549979,21880345,17518454,4356801,3488217,770011,616289,71676,57252,1248,1012
57176752128,17379648671,7241520198,2896608091,7241520382,5509499790,1732020408,5853122704,1388397494,5509499790,5509499790,0,1717281265,343036070,1374245195,14734368,586792,14147576,4775,52,4723,5509499790,0,1374153465,1099651940,274829576,219936098,54968451,43992270,10989908,8793583,2075130,1659593,253087,202318,11648,9393,0,0,2204206499,692401592,2341390648,555217443,2204206499,2204206499,0,686536803,136954268,549582535,5863029,229867,5633162,1760,14,1746,2204206499,0,549448224,439835567,109880132,87963066,21983411,17600886,4377634,3504926,773966,619424,72174,57643,1262,1023
57445187584,17461243222,7275517986,2910207190,7275518046,5535365391,1740152595,5880602732,1394915254,5535365391,5535365391,0,1725343901,344647717,1380696184,14803899,589572,14214327,4795,52,4743,5535365391,0,1380605054,1104813791,276119630,220968290,55226355,44198669,11041228,8834734,2085269,1667705,254625,203532,11740,9463,0,0,2214552450,695654740,2352381063,557826127,2214552450,2214552450,0,689762235,137597685,552164550,5890736,230914,5659822,1769,14,1755,2214552450,0,552029676,441901850,110396011,88376149,22086374,17683424,4398277,3521445,777942,622590,72682,58061,1273,1031
57713623040,17542837782,7309515636,2923806288,7309515858,5561229207,1748286429,5908082225,1401433411,5561229207,5561229207,0,1733408336,346260721,1387147615,14873270,592245,14281025,4823,52,4771,5561229207,0,1387057609,1109976397,277410115,222000120,55484187,44404918,11093071,8876096,2095394,1675820,256131,204734,11829,9530,0,0,2224894846,698911442,2363369980,560436308,2224894846,2224894846,0,692991382,138243118,554748264,5918288,232002,5686286,1772,14,1758,2224894846,0,554614805,443969987,110911795,88789028,22189609,17766027,4418960,3538065,781787,625684,73136,58429,1290,1044
57982058496,17624432393,7343513367,2937405436,7343513590,5587090346,1756423021,5935557658,1407955709,5587090346,5587090346,0,1741476150,347872231,1393603919,14942025,595029,14346996,4846,52,4794,5587090346,0,1393511975,1115141043,278700965,223033252,55743222,44612358,11144834,8917754,2105579,1683991,257654,205919,11921,9602,0,0,2235240302,702165134,2374360289,563045147,2235240302,2235240302,0,696217647,138886856,557330791,5945706,233117,5712589,1781,14,1767,2235240302,0,557197527,446037784,111427631,89201589,22292301,17848288,4439459,3554359,785834,628920,73594,58800,1301,1051
58250493952,17706027143,7377511222,2951004550,7377511371,5612954252,1764556970,5963037368,1414473854,5612954252,5612954252,0,1749540882,349485328,1400055554,15011214,597736,14413478,4874,52,4822,5612954252,0,1399965047,1120303096,279990340,224065071,56001950,44819115,11196562,8959179,2115852,1692300,259106,207104,12025,9689,0,0,2245586173,705418377,2385351003,565653547,2245586173,2245586173,0,699443315,139530613,559912702,5973274,234203,5739071,1788,14,1774,2245586173,0,559777545,448102511,111944683,89615914,22395895,17931162,4460020,3570793,789806,632076,74051,59182,1315,1064
58518929408,17787621655,7411508882,2964603677,7411509096,5638811127,1772697755,5990509513,1420999369,5638811127,5638811127,0,1757611756,351097769,1406513987,15081101,600565,14480536,4898,52,4846,5638811127,0,1406424743,1125472538,281280647,225097594,56259386,45024959,11248065,9000251,2126183,1700553,260606,208327,12126,9765,0,0,2255934258,708669419,2396342630,568261047,2255934258,2255934258,0,702666775,140173041,562493734,6000850,235317,5765533,1794,14,1780,2255934258,0,562356440,450167755,112461517,90029497,22498484,18013213,4480712,3587372,793734,635239,74559,59583,1329,1075
58787364864,17869216228,7445506640,2978202753,7445506835,5664670579,1780836061,6017984055,1427522585,5664670579,5664670579,0,1765680785,352710072,1412970713,15150362,603352,14547010,4914,52,4862,5664670579,0,1412881050,1130640041,282572538,226130436,56516841,45230650,11299749,9041656,2136275,1708557,262125,209547,12207,9826,0,0,2266283396,711919357,2407337081,570865672,2266283396,2266283396,0,705888952,140817310,565071642,6028605,236361,5792244,1800,14,1786,2266283396,0,564934390,452230506,112977519,90442142,22601630,18095637,4501369,3603903,797663,638404,75041,59968,1340,1082
59055800320,17950810892,7479504413,2991801926,7479504553,5690536334,1788968079,6045464744,1434039669,5690536334,5690536334,0,1773743520,354322273,1419421247,15219622,606085,14613537,4937,52,4885,5690536334,0,1419331119,1135801149,283863389,227162724,56775580,45437351,11351167,9082691,2146338,1716698,263633,210740,12294,9894,0,0,2276630001,715171925,2418328869,573473057,2276630001,2276630001,0,709113934,141461398,567652536,6056186,237456,5818730,1805,14,1791,2276630001,0,567515123,454295305,113493257,90855369,22704846,18178221,4522283,3620697,801548,641517,75527,60336,1350,1091
59324235776,18032405471,7513502154,3005400952,7513502365,5716400485,1797101669,6072942217,1440559937,5716400485,5716400485,0,1781807914,355932888,1425875026,15288785,608792,14679993,4970,52,4918,5716400485,0,1425783664,1140964453,285153905,228196266,57033569,45643663,11402661,9123840,2156566,1724870,265153,211953,12396,9981,0,0,2286974356,718426596,2429318352,576082600,2286974356,2286974356,0,712340896,142105431,570235465,6083886,238550,5845336,1814,15,1799,2286974356,0,570098384,456362967,114008990,91268017,22807794,18260679,4542910,3637265,805433,644695,76022,60739,1363,1103
59592671232,18114000070,7547499957,3019000029,7547500084,5742263773,1805236184,6100418315,1447081642,5742263773,5742263773,0,1789872965,357542886,1432330079,15358222,611604,14746618,4997,52,4945,5742263773,0,1432234851,1146128050,286445967,229230161,57291969,45850537,11454134,9165016,2166912,1733130,266644,213131,12488,10054,0,0,2297319115,721680914,2440307459,578692570,2297319115,2297319115,0,715567450,142748615,572818835,6111647,239714,5871933,1817,15,1802,2297319115,0,572680254,458430155,114525201,91681405,22911195,18343436,4563510,3653723,809405,647874,76503,61123,1382,1119
59861106688,18195594638,7581497703,3032599142,7581497793,5768124163,1813373540,6127896664,1453601039,5768124163,5768124163,0,1797940864,359158029,1438782835,15427654,614420,14813234,5022,52,4970,5768124163,0,1438691925,1151292476,287735242,230261459,57550294,46057001,11505552,9206158,2177077,1741257,268215,214377,12559,10107,0,0,2307661473,724937669,2451295684,581303458,2307661473,2307661473,0,718796359,143393358,575403001,6139487,240838,5898649,1823,15,1808,2307661473,0,575264333,460497744,115041530,92094815,23014749,18426599,4584046,3670198,813292,650986,77005,61521,1404,1138
60129542144,18277189173,7615495436,3046198235,7615495502,5793986964,1821508472,6155374001,1460121435,5793986964,5793986964,0,1806006286,360769738,1445236548,15497139,617247,14879892,5047,52,4995,5793986964,0,1445144192,1156454580,289026642,231295372,57808321,46263700,11557567,9247808,2187136,1749265,269793,215655,12635,10168,0,0,2318008178,728190057,2462286158,583912077,2318008178,2318008178,0,722021027,144035984,577985043,6167198,241981,5925217,1832,15,1817,2318008178,0,577844403,462563873,115557746,92507870,23117989,18509428,4604771,3686711,817155,654070,77540,61941,1423,1150
60397977600,18358783734,7649493217,3059797304,7649493213,5819844119,1829649098,6182847271,1466645946,5819844119,5819844119,0,1814076979,362383105,1451693874,15567046,619995,14947051,5073,52,5021,5819844119,0,1451602046,1161620854,290317690,232328799,58066536,46470298,11609114,9289202,2197565,1757611,271298,216866,12730,10244,0,0,2328354214,731443090,2473275660,586521644,2328354214,2328354214,0,725246442,144678360,580568082,6194809,243071,5951738,1839,15,1824,2328354214,0,580424617,464630202,116074596,92921728,23221310,18592303,4625408,3703206,821098,657189,77979,62294,1434,1160
60666413056,18440378331,7683490984,3073396393,7683490954,5845704004,1837786980,6210321758,1473169226,5845704004,5845704004,0,1822146077,363994959,1458151118,15635808,622743,15013065,5095,52,5043,5845704004,0,1458057474,1166787244,291609253,233362045,58325179,46677148,11660603,9330344,2207948,1765949,272794,218066,12826,10322,0,0,2338701189,734695204,2484268796,589127597,2338701189,2338701189,0,728470879,145323408,583147471,6222482,244184,5978298,1843,15,1828,2338701189,0,583005496,466694351,116589949,93334432,23324406,18674843,4646016,3719626,825082,660345,78478,62700,1452,1174
60934848512,18521972891,7717488714,3086995490,7717488687,5871567447,1845921267,6237800521,1479688193,5871567447,5871567447,0,1830210073,365607454,1464602619,15706074,625568,15080506,5120,52,5068,5871567447,0,1464512136,1171951348,292897217,234392244,58583367,46883801,11712047,9371490,2218120,1774097,274282,219258,12904,10381,0,0,2349046521,737948969,2495259303,591736187,2349046521,2349046521,0,731697250,145967410,585729840,6249864,245357,6004507,1855,15,1840,2349046521,0,585587573,468760942,117106112,93747597,23427539,18757428,4666603,3736092,829004,663511,78950,63080,1469,1190
61203283968,18603567506,7751486471,3100594616,7751486419,5897430208,1854056263,6265277703,1486208768,5897430208,5897430208,0,1838275110,367219010,1471056100,15776000,628433,15147567,5153,52,5101,5897430208,0,1470964409,1177113958,294187561,235424917,58842598,47091517,11763268,9412442,2228398,1782277,275869,220529,13007,10460,0,0,2359393818,741200798,2506251129,594343487,2359393818,2359393818,0,734921157,146610852,588310305,6277783,246444,6031339,1858,15,1843,2359393818,0,588167978,470826043,117621610,94160522,23530566,18839924,4687228,3752558,832893,666624,79401,63437,1481,1197
61471719424,18685162083,7785484186,3114193669,7785484228,5923289093,1862195093,6292750585,1492733601,5923289093,5923289093,0,1846344453,368830233,1477514220,15845470,631207,15214263,5170,52,5118,5923289093,0,1477419600,1182280906,295479859,236458930,59100983,47297994,11814935,9453659,2238551,1790410,277420,221788,13105,10533,0,0,2369735932,744457737,2517238259,596955410,2369735932,2369735932,0,738150149,147254786,590895363,6305723,247526,6058197,1865,15,1850,2369735932,0,590751885,472894992,118138482,94574108,23633614,18922385,4707895,3768999,836874,669826,79902,63843,1497,1210
61740154880,18766756614,7819481896,3127792804,7819481914,5949150170,1870331726,6320226921,1499254975,5949150170,5949150170,0,1854411144,370442679,1483968465,15915386,634020,15281366,5196,52,5144,5949150170,0,1483875035,1187445581,296768682,237490280,59359759,47505199,11866780,9495300,2248717,1798479,278975,223023,13196,10603,0,0,2380086802,747706002,2528233364,599559440,2380086802,2380086802,0,741370940,147897961,593472979,6333185,248586,6084599,1877,15,1862,2380086802,0,593329016,474958058,118654221,94986262,23736671,19004892,4728287,3785293,840843,673011,80390,64241,1512,1222
