boundary,total,inert,ramified,split,inert_trivial,inert_non_trivial,inert_rank_inc,inert_rank_same,inert_rank_0,inert_rank_0_inc,inert_rank_0_same,inert_rank_1,inert_rank_1_inc,inert_rank_1_same,inert_rank_2,inert_rank_2_inc,inert_rank_2_same,inert_rank_3,inert_rank_3_inc,inert_rank_3_same,inert_cyclic_0,inert_cyclic_0_rank_same,inert_cyclic_1,inert_cyclic_1_rank_same,inert_cyclic_2,inert_cyclic_2_rank_same,inert_cyclic_3,inert_cyclic_3_rank_same,inert_cyclic_4,inert_cyclic_4_rank_same,inert_cyclic_5,inert_cyclic_5_rank_same,ramified_trivial,ramified_non_trivial,ramified_rank_inc,ramified_rank_same,ramified_rank_0,ramified_rank_0_inc,ramified_rank_0_same,ramified_rank_1,ramified_rank_1_inc,ramified_rank_1_same,ramified_rank_2,ramified_rank_2_inc,ramified_rank_2_same,ramified_rank_3,ramified_rank_3_inc,ramified_rank_3_same,ramified_cyclic_0,ramified_cyclic_0_rank_same,ramified_cyclic_1,ramified_cyclic_1_rank_same,ramified_cyclic_2,ramified_cyclic_2_rank_same,ramified_cyclic_3,ramified_cyclic_3_rank_same,ramified_cyclic_4,ramified_cyclic_4_rank_same,ramified_cyclic_5,ramified_cyclic_5_rank_same
17716740096,5385243285,2468236436,448770290,2468236559,2223869500,244366936,2246063575,222172861,2223869500,2223869500,0,244183495,22192563,221990932,183440,1512,181928,1,0,1,2223869500,0,222206084,202009836,20191262,18357095,1722190,1565877,63839,58013,120,111,404386494,44383796,408415707,40354583,404386494,404386494,0,44350858,4028951,40321907,32938,262,32676,0,0,0,404386494,0,40387899,36718631,3668373,3335507,288765,262505,5821,5264,0,0
17985175552,5466837906,2505633841,455569893,2505634172,2257562343,248071498,2280092736,225541105,2257562343,2257562343,0,247885255,22528857,225356398,186242,1536,184706,1,0,1,2257562343,0,225572859,205070580,20497762,18635967,1749348,1590525,65160,59209,126,117,410514163,45055730,414604451,40965442,410514163,410514163,0,45022299,4090023,40932276,33431,265,33166,0,0,0,410514163,0,40998906,37274070,3723816,3385897,293610,266914,5967,5395,0,0
18253611008,5548432510,2543031399,462369418,2543031693,2291252808,251778591,2314120367,228911032,2291252808,2291252808,0,251589572,22865995,228723577,189018,1564,187454,1,0,1,2291252808,0,228942032,208133034,20804505,18914863,1776419,1615145,66481,60409,135,126,416640543,45728875,420791866,41577552,416640543,416640543,0,45694961,4151054,41543907,33914,269,33645,0,0,0,416640543,0,41610961,37830611,3779556,3436570,298336,271199,6108,5527,0,0
18522046464,5630027122,2580428972,469168950,2580429200,2324952029,255476943,2348155273,232273699,2324952029,2324952029,0,255285156,23201655,232083501,191786,1589,190197,1,0,1,2324952029,0,232302950,211188849,21110491,19192852,1803739,1640022,67831,61643,145,135,422767367,46401583,426980002,42188948,422767367,422767367,0,46367137,4212363,42154774,34446,272,34174,0,0,0,422767367,0,42222795,38386681,3835060,3486938,303051,275514,6231,5641,0,0
18790481920,5711621736,2617826545,475968469,2617826722,2358640275,259186270,2382180749,235645796,2358640275,2358640275,0,258991786,23538859,235452927,194483,1615,192868,1,0,1,2358640275,0,235674983,214254269,21416604,19470949,1830832,1664658,69217,62912,150,139,428893119,47075350,433166868,42801601,428893119,428893119,0,47040408,4273475,42766933,34942,274,34668,0,0,0,428893119,0,42835861,38944190,3890354,3537138,307835,279851,6358,5754,0,0
19058917376,5793216346,2655224000,482768093,2655224253,2392335072,262888928,2416212938,239011062,2392335072,2392335072,0,262691601,23876235,238815366,197326,1631,195695,1,0,1,2392335072,0,239040439,217312918,21722237,19748611,1858196,1689539,70572,64155,157,143,435018962,47749131,439353791,43414302,435018962,435018962,0,47713713,4334552,43379161,35418,277,35141,0,0,0,435018962,0,43448222,39500957,3946270,3588021,312697,284279,6524,5904,0,0
19327352832,5874811010,2692621538,489567604,2692621868,2426027484,266594054,2450239835,242381703,2426027484,2426027484,0,266393896,24210694,242183202,200157,1657,198500,1,0,1,2426027484,0,242408528,220376993,22027958,20026496,1885271,1714131,71970,65427,169,155,441144956,48422648,445540882,44026722,441144956,441144956,0,48386697,4395646,43991051,35951,280,35671,0,0,0,441144956,0,44060854,40057956,4001715,3638456,317453,288602,6675,6037,0,0
19595788288,5956405481,2730019110,496367187,2730019184,2459718879,270300231,2484267758,245751352,2459718879,2459718879,0,270097255,24547195,245550060,202975,1684,201291,1,0,1,2459718879,0,245778073,223440461,22333207,20303827,1912432,1738905,73361,66699,182,168,447270851,49096336,451727998,44639189,447270851,447270851,0,49059879,4456866,44603013,36457,281,36176,0,0,0,447270851,0,44673682,40615111,4057120,3688755,322260,292985,6817,6162,0,0
19864223744,6038000059,2767416649,503166724,2767416686,2493411505,274005144,2518296674,249119975,2493411505,2493411505,0,273799354,24883462,248915892,205789,1707,204082,1,0,1,2493411505,0,249145521,226502353,22638962,20581522,1939961,1763908,74718,67931,192,178,453397858,49768866,457915899,45250825,453397858,453397858,0,49731928,4517757,45214171,36938,284,36654,0,0,0,453397858,0,45284781,41170830,4113050,3739646,327138,297404,6959,6291,0,0
20132659200,6119594638,2804814253,509966220,2804814165,2527105178,277709075,2552325861,252488392,2527105178,2527105178,0,277500551,25218955,252281596,208523,1728,206795,1,0,1,2527105178,0,252511847,229563757,22944875,20859507,1967498,1788927,76127,69215,204,190,459523611,50442609,464102629,45863591,459523611,459523611,0,50405190,4578732,45826458,37419,286,37133,0,0,0,459523611,0,45897531,41728027,4168474,3790091,332061,301903,7124,6437,0,0
20401094656,6201189142,2842211742,516765789,2842211611,2560793422,281418320,2586350985,255860757,2560793422,2560793422,0,281206917,25555802,255651115,211402,1761,209641,1,0,1,2560793422,0,255884188,232629438,23250230,21137253,1994766,1813765,77524,70464,209,195,465650179,51115610,470290184,46475605,465650179,465650179,0,51077685,4639718,46437967,37925,287,37638,0,0,0,465650179,0,46509565,42284610,4223998,3840495,336858,306295,7264,6567,0,0
20669530112,6282783755,2879609336,523565336,2879609083,2594485373,285123963,2620379511,259229825,2594485373,2594485373,0,284909816,25892353,259017463,214146,1785,212361,1,0,1,2594485373,0,259252148,235691379,23556304,21415474,2022186,1838639,78961,71768,217,203,471774908,51790428,476476132,47089204,471774908,471774908,0,51752016,4700934,47051082,38412,290,38122,0,0,0,471774908,0,47123226,42842640,4279640,3890988,341735,310743,7415,6711,0,0
20937965568,6364378340,2917006853,530364852,2917006635,2628178638,288828215,2654409468,262597385,2628178638,2628178638,0,288611222,26229022,262382200,216992,1808,215184,1,0,1,2628178638,0,262619546,238752300,23861828,21693321,2049314,1863353,80309,73015,225,211,477901495,52463357,482664078,47700774,477901495,477901495,0,52424447,4762290,47662157,38910,293,38617,0,0,0,477901495,0,47734973,43398764,4335510,3941567,346398,314981,7566,6845,0,0
21206401024,6445972916,2954404370,537164434,2954404112,2661869607,292534763,2688436476,265967894,2661869607,2661869607,0,292314972,26565036,265749936,219790,1833,217957,1,0,1,2661869607,0,265988391,241815576,24168158,21971788,2076507,1888074,81682,74278,234,220,484027008,53137426,488850691,48313743,484027008,484027008,0,53098028,4823387,48274641,39398,296,39102,0,0,0,484027008,0,48347760,43956013,4391284,3992209,351259,319429,7724,6989,1,1
21474836480,6527567585,2991801981,543963927,2991801677,2695563985,296237996,2722467374,269334607,2695563985,2695563985,0,296015427,26901527,269113900,222568,1862,220706,1,0,1,2695563985,0,269354249,244875568,24473804,22249420,2104111,1913170,83017,75511,246,231,490151781,53812146,495036795,48927132,490151781,490151781,0,53772273,4884713,48887560,39873,301,39572,0,0,0,490151781,0,48961398,44513844,4446984,4042821,356008,323757,7882,7137,1,1
21743271936,6609162256,3029199516,550763543,3029199197,2729257588,299941928,2756497146,272702370,2729257588,2729257588,0,299716512,27237670,272478842,225415,1888,223527,1,0,1,2729257588,0,272720555,247936257,24780142,22527836,2131101,1937673,84461,76838,253,238,496277628,54485915,501223995,49539548,496277628,496277628,0,54445548,4946061,49499487,40367,306,40061,0,0,0,496277628,0,49574067,45070773,4502550,4093243,360895,328199,8035,7271,1,1
22011707392,6690756766,3066596935,557563058,3066596773,2762950911,303646024,2790527298,276069637,2762950911,2762950911,0,303417854,27574484,275843370,228169,1903,226266,1,0,1,2762950911,0,276087957,250997032,25085292,22805390,2158477,1962588,85870,78118,258,242,502403408,55159650,507410954,50152104,502403408,502403408,0,55118798,5007235,50111563,40852,311,40541,0,0,0,502403408,0,50186857,45627859,4558076,4143735,365687,332567,8177,7401,1,1
22280142848,6772351339,3103994412,564362575,3103994352,2796641578,307352834,2824554344,279440068,2796641578,2796641578,0,307121863,27910833,279211030,230970,1933,229037,1,0,1,2796641578,0,279457135,254060315,25391396,23083695,2185820,1987429,87252,79348,260,243,508529283,55833292,513598202,50764373,508529283,508529283,0,55791938,5068603,50723335,41354,316,41038,0,0,0,508529283,0,50799259,46184522,4613756,4194234,370608,337052,8314,7526,1,1
22548578304,6853945901,3141391901,571162201,3141391799,2830334367,311057534,2858584896,282807005,2830334367,2830334367,0,310823823,28248580,282575243,233710,1949,231761,1,0,1,2830334367,0,282824164,257120259,25697504,23361771,2213247,2012351,88642,80613,266,249,514654288,56507913,519784708,51377493,514654288,514654288,0,56466033,5130103,51335930,41880,317,41563,0,0,0,514654288,0,51413048,46742294,4669083,4244510,375408,341436,8493,7689,1,1
22817013760,6935540526,3178789489,577961742,3178789295,2864026536,314762953,2892613643,286175846,2864026536,2864026536,0,314526434,28585127,285941307,236518,1980,234538,1,0,1,2864026536,0,286192103,260182208,26003564,23639901,2240473,2037097,90014,81840,280,261,520781285,57180457,525972954,51988788,520781285,520781285,0,57138092,5191349,51946743,42365,320,42045,0,0,0,520781285,0,52024582,47298201,4724666,4294964,380199,345761,8644,7816,1,1
23085449216,7017134964,3216186864,584761290,3216186810,2897716885,318469979,2926640129,289546735,2897716885,2897716885,0,318230620,28921238,289309382,239358,2006,237352,1,0,1,2897716885,0,289561066,263245360,26309656,23918358,2268170,2062278,91441,83121,287,265,526908353,57852937,532161379,52599911,526908353,526908353,0,57810080,5252700,52557380,42857,326,42531,0,0,0,526908353,0,52635853,47853620,4780371,4345642,385064,350169,8791,7948,1,1
23353884672,7098729654,3253584574,591560824,3253584256,2931405242,322179332,2960665110,292919464,2931405242,2931405242,0,321937279,29257840,292679439,242052,2028,240024,1,0,1,2931405242,0,292932506,266310563,26615999,24196983,2295617,2087203,92859,84415,298,275,533032762,58528062,538347102,53213722,533032762,533032762,0,58484705,5314011,53170694,43357,329,43028,0,0,0,533032762,0,53249760,48411717,4836036,4396256,389950,354625,8958,8095,1,1
23622320128,7180324317,3290982118,598360369,3290981830,2965094446,325887672,2994690851,296291267,2965094446,2965094446,0,325642859,29594353,296048506,244812,2052,242760,1,0,1,2965094446,0,296302713,269374616,26922774,24476026,2322786,2111870,94276,85707,310,287,539159416,59200953,544534845,53825524,539159416,539159416,0,59157107,5375097,53782010,43846,332,43514,0,0,0,539159416,0,53861427,48967706,4891820,4447068,394757,359007,9102,8228,1,1
23890755584,7261918893,3328379562,605159937,3328379394,2998782287,329597275,3028715936,299663626,2998782287,2998782287,0,329349658,29931565,299418093,247616,2084,245532,1,0,1,2998782287,0,299674633,272439894,27228820,24754144,2350201,2136774,95687,86989,317,292,545285355,59874582,550722205,54437732,545285355,545285355,0,59830197,5436512,54393685,44385,338,44047,0,0,0,545285355,0,54473545,49523897,4947755,4497971,399630,363441,9266,8375,1,1
24159191040,7343513507,3365777068,611959489,3365776950,3032473030,333304038,3062744751,303032317,3032473030,3032473030,0,333053590,30269614,302783976,250447,2107,248340,1,0,1,3032473030,0,303043844,275501646,27534803,25032163,2377571,2161652,97047,88216,325,299,551410635,60548854,556908391,55051098,551410635,551410635,0,60503984,5497414,55006570,44870,342,44528,0,0,0,551410635,0,55086876,50081920,5003294,4548368,404396,367767,9417,8514,1,1
24427626496,7425108095,3403174653,618759032,3403174410,3066166711,337007942,3096774986,306399667,3066166711,3066166711,0,336754651,30606148,306148503,253290,2127,251163,1,0,1,3066166711,0,306409739,278561421,27841006,25310587,2405092,2186668,98483,89523,331,304,557537696,61221336,563096574,55662458,557537696,557537696,0,61175951,5558527,55617424,45385,351,45034,0,0,0,557537696,0,55698307,50637773,5058833,4598867,409232,372117,9578,8666,1,1
24696061952,7506702809,3440572222,625558591,3440571996,3099857475,340714747,3130803768,309768454,3099857475,3099857475,0,340458571,30944138,309514433,256175,2155,254020,1,0,1,3099857475,0,309779361,281623307,28146302,25588278,2432628,2211690,99946,90852,334,306,563662212,61896379,569282241,56276350,563662212,563662212,0,61850462,5619673,56230789,45917,356,45561,0,0,0,563662212,0,56311967,51195807,5114642,4649595,414112,376567,9740,8819,1,1
24964497408,7588297385,3477969746,632358094,3477969545,3133550729,344419017,3164834151,313135595,3133550729,3133550729,0,344159942,31281238,312878704,259074,2184,256890,1,0,1,3133550729,0,313145991,284683348,28452213,25866279,2459979,2236585,101412,92173,347,319,569789711,62568383,575470649,56887445,569789711,569789711,0,62521945,5680577,56841368,46438,361,46077,0,0,0,569789711,0,56922992,51751378,5170063,4699977,418970,381030,9919,8982,1,1
25232932864,7669891939,3515367198,639157647,3515367094,3167244462,348122736,3198864849,316502349,3167244462,3167244462,0,347860824,31618180,316242644,261911,2207,259704,1,0,1,3167244462,0,316512131,287742811,28758242,26144661,2487213,2261351,102886,93499,352,322,575916970,63240677,581658780,57498867,575916970,575916970,0,63193744,5741445,57452299,46933,365,46568,0,0,0,575916970,0,57534205,52307177,5225632,4750534,423814,385449,10092,9138,1,1
25501368320,7751486535,3552764724,645957234,3552764577,3200933859,351830865,3232891598,319873126,3200933859,3200933859,0,351566207,31955501,319610706,264657,2238,262419,1,0,1,3200933859,0,319882311,290806378,29064525,26422847,2514628,2286290,104386,94865,357,326,582043267,63913967,587846099,58111135,582043267,582043267,0,63866572,5802462,58064110,47395,370,47025,0,0,0,582043267,0,58146637,52863947,5280967,4800983,428721,389899,10246,9280,1,1
25769803776,7833081004,3590162225,652756757,3590162022,3234627222,355535003,3266920838,323241387,3234627222,3234627222,0,355267545,32291351,322976194,267457,2265,265192,1,0,1,3234627222,0,323249337,293867978,29369821,26700389,2542154,2311289,105868,96204,365,334,588169406,64587351,594033755,58723002,588169406,588169406,0,64539467,5863975,58675492,47884,374,47510,0,0,0,588169406,0,58758602,53420045,5336916,4851741,433552,394291,10396,9414,1,1
26038239232,7914675568,3627559658,659556258,3627559652,3268320142,359239516,3300950283,326609375,3268320142,3268320142,0,358969265,32627849,326341416,270250,2292,267958,1,0,1,3268320142,0,326615476,296928089,29676650,26979398,2569390,2336007,107378,97583,371,339,594296925,65259333,600222189,59334069,594296925,594296925,0,65210945,5924884,59286061,48388,380,48008,0,0,0,594296925,0,59369568,53975580,5392480,4902287,438351,398646,10545,9547,1,1
26306674688,7996270091,3664957158,666355818,3664957115,3302011804,362945354,3334978728,329978430,3302011804,3302011804,0,362672227,32964608,329707619,273126,2316,270810,1,0,1,3302011804,0,329982974,299989629,29983121,27257646,2596915,2361074,108835,98920,382,350,600423773,65932045,606409822,59945996,600423773,600423773,0,65883138,5985664,59897474,48907,385,48522,0,0,0,600423773,0,59981037,54531813,5448208,4952903,443205,403079,10687,9678,1,1
26575110144,8077864757,3702354726,673155393,3702354638,3335703871,366650855,3369007609,333347117,3335703871,3335703871,0,366374883,33301397,333073486,275970,2341,273629,2,0,2,3335703871,0,333350692,303051083,30289386,27535959,2624116,2385849,110301,100239,388,356,606550158,66605235,612597324,60558069,606550158,606550158,0,66555807,6046779,60509028,49428,387,49041,0,0,0,606550158,0,60592920,55088035,5504012,5003691,448018,407471,10856,9830,1,1
26843545600,8159459264,3739752189,679954909,3739752166,3369395169,370357020,3403035226,336716963,3369395169,3369395169,0,370078231,33637700,336440531,278787,2357,276430,2,0,2,3369395169,0,336718729,306113442,30595763,27814366,2651560,2410780,111782,101579,397,364,612678117,67276792,618786067,61168842,612678117,612678117,0,67226846,6107560,61119286,49946,390,49556,0,0,0,612678117,0,61203370,55643243,5559691,5054282,452774,411787,11010,9973,1,1
27111981056,8241053801,3777149710,686754434,3777149657,3403087865,374061845,3437065066,340084644,3403087865,3403087865,0,373780345,33974819,339805526,281498,2382,279116,2,0,2,3403087865,0,340086341,309174470,30901487,28092232,2678903,2435568,113204,102879,410,377,618803851,67950583,624973194,61781240,618803851,618803851,0,67900140,6168947,61731193,50443,396,50047,0,0,0,618803851,0,61816191,56200067,5615141,5104771,457607,416208,11200,10146,1,1
27380416512,8322648421,3814547221,693554019,3814547181,3436778769,377768452,3471092831,343454390,3436778769,3436778769,0,377484126,34311661,343172465,284324,2401,281923,2,0,2,3436778769,0,343455087,312236738,31207564,28370617,2706386,2460511,114672,104216,417,383,624930312,68623707,631160494,62393525,624930312,624930312,0,68572750,6229782,62342968,50957,400,50557,0,0,0,624930312,0,62428047,56756636,5670760,5155294,462573,420735,11369,10302,1,1
27648851968,8404242985,3851944725,700353545,3851944715,3470472582,381472143,3505123035,346821690,3470472582,3470472582,0,381185123,34648032,346537091,287018,2421,284597,2,0,2,3470472582,0,346821617,315297074,31513237,28648646,2733714,2485438,116129,105543,426,390,631057087,69296458,637348252,63005293,631057087,631057087,0,69244986,6290762,62954224,51472,403,51069,0,0,0,631057087,0,63039579,57312656,5726417,5205925,467430,425166,11559,10476,1,1
