boundary,total,inert,ramified,split,inert_trivial,inert_non_trivial,inert_rank_inc,inert_rank_same,inert_rank_0,inert_rank_0_inc,inert_rank_0_same,inert_rank_1,inert_rank_1_inc,inert_rank_1_same,inert_rank_2,inert_rank_2_inc,inert_rank_2_same,inert_rank_3,inert_rank_3_inc,inert_rank_3_same,inert_cyclic_0,inert_cyclic_0_rank_same,inert_cyclic_1,inert_cyclic_1_rank_same,inert_cyclic_2,inert_cyclic_2_rank_same,inert_cyclic_3,inert_cyclic_3_rank_same,inert_cyclic_4,inert_cyclic_4_rank_same,inert_cyclic_5,inert_cyclic_5_rank_same,ramified_trivial,ramified_non_trivial,ramified_rank_inc,ramified_rank_same,ramified_rank_0,ramified_rank_0_inc,ramified_rank_0_same,ramified_rank_1,ramified_rank_1_inc,ramified_rank_1_same,ramified_rank_2,ramified_rank_2_inc,ramified_rank_2_same,ramified_cyclic_0,ramified_cyclic_0_rank_same,ramified_cyclic_1,ramified_cyclic_1_rank_same,ramified_cyclic_2,ramified_cyclic_2_rank_same,ramified_cyclic_3,ramified_cyclic_3_rank_same,ramified_cyclic_4,ramified_cyclic_4_rank_same
121601261568,36962351464,17161091838,2640167949,17161091677,15740496246,1420595592,15849734849,1311356989,15740496246,15740496246,0,1419947810,109234805,1310713005,647779,3798,643981,3,0,3,15740496246,0,1311367826,1210485652,100874299,93115018,7439463,6866627,265635,245168,587,540,2421737350,218430599,2438530092,201637857,2421737350,2421737350,0,218331584,16792126,201539458,99015,616,98399,2421737350,0,201722428,186207714,15497978,14306237,1086654,1002852,24524,22655
121869697024,37043946056,17198975118,2645996069,17198974869,15775241297,1423733821,15884720541,1314254577,15775241297,15775241297,0,1423084674,109475441,1313609233,649144,3803,645341,3,0,3,15775241297,0,1314264202,1213159687,101097119,93320914,7456328,6882191,266437,245900,588,541,2427082435,218913634,2443912338,202083731,2427082435,2427082435,0,218814414,16829287,201985127,99220,616,98604,2427082435,0,202168378,186619373,15532272,14337860,1089171,1005172,24593,22722
122138132480,37125540603,17236858286,2651824261,17236858056,15809985505,1426872781,15919705027,1317153259,15809985505,15809985505,0,1426222162,109715710,1316506452,650616,3812,646804,3,0,3,15809985505,0,1317160577,1215834339,101320750,93527338,7473028,6897606,267218,246627,589,542,2432427920,219396341,2449294496,202529765,2432427920,2432427920,0,219296885,16865960,202430925,99456,616,98840,2432427920,0,202614334,187031420,15566206,14369239,1091679,1007476,24666,22790
122406567936,37207135132,17274741441,2657652469,17274741222,15844733290,1430008151,15954693761,1320047680,15844733290,15844733290,0,1429356014,109956654,1319399360,652134,3817,648317,3,0,3,15844733290,0,1320054692,1218505969,101542892,93732370,7489804,6913095,268033,247380,593,546,2437773754,219878715,2454677477,202974992,2437773754,2437773754,0,219779032,16903106,202875926,99683,617,99066,2437773754,0,203059414,187442227,15600609,14400980,1094266,1009858,24743,22861
122675003392,37288729737,17312624610,2663480688,17312624439,15879478267,1433146343,15989681211,1322943399,15879478267,15879478267,0,1432492773,110199121,1322293652,653567,3823,649744,3,0,3,15879478267,0,1322951242,1221178496,101765520,93937938,7506623,6928584,268794,248087,594,547,2443119954,220360734,2460060784,203419904,2443119954,2443119954,0,220260840,16940211,203320629,99894,619,99275,2443119954,0,203504486,187852975,15634690,14432484,1096841,1012235,24823,22935
122943438848,37370324396,17350507832,2669308874,17350507690,15914226063,1436281769,16024669703,1325838129,15914226063,15914226063,0,1435626741,110439809,1325186932,655025,3831,651194,3,0,3,15914226063,0,1325844721,1223849582,101988411,94143841,7523464,6944184,269545,248772,600,553,2448465975,220842899,2465443548,203865326,2448465975,2448465975,0,220742798,16976952,203765846,100101,621,99480,2448465975,0,203949582,188264155,15669023,14464194,1099301,1014501,24892,22996
123211874304,37451919058,17388391024,2675137099,17388390935,15948971913,1439419111,16059657174,1328733850,15948971913,15948971913,0,1438762590,110681425,1328081165,656518,3836,652682,3,0,3,15948971913,0,1328740388,1226522192,102210942,94349161,7540349,6959774,270308,249482,603,556,2453812183,221324916,2470826823,204310276,2453812183,2453812183,0,221224581,17014018,204210563,100335,622,99713,2453812183,0,204394875,188675212,15702992,14495512,1101747,1016771,24967,23068
123480309760,37533513571,17426274253,2680965249,17426274069,15983718478,1442555775,16094645114,1331629139,15983718478,15983718478,0,1441897808,110922796,1330975012,657964,3840,654124,3,0,3,15983718478,0,1331635647,1229194899,102433167,94553956,7557299,6975402,271090,250197,605,558,2459157989,221807260,2476209990,204755259,2459157989,2459157989,0,221706707,17051378,204655329,100553,623,99930,2459157989,0,204840107,189085998,15737286,14527098,1104268,1019092,25046,23141
123748745216,37615108148,17464157527,2686793402,17464157219,16018466958,1445690569,16129634730,1334522797,16018466958,16018466958,0,1445031186,111163926,1333867260,659380,3846,655534,3,0,3,16018466958,0,1334529306,1231865791,102654966,94758750,7574440,6991245,271866,250914,608,560,2464504685,222288717,2481594071,205199331,2464504685,2464504685,0,222187962,17088762,205099200,100755,624,100131,2464504685,0,205284664,189496043,15771413,14558543,1106749,1021392,25136,23222
124017180672,37696702726,17502040637,2692621622,17502040467,16053212857,1448827780,16164621746,1337418891,16053212857,16053212857,0,1448166952,111405031,1336761921,660825,3858,656967,3,0,3,16053212857,0,1337424672,1234538571,102877629,94964241,7591369,7006887,272671,251659,611,563,2469850263,222771359,2486976811,205644811,2469850263,2469850263,0,222670373,17125920,205544453,100986,628,100358,2469850263,0,205730211,189907232,15805610,14590155,1109337,1023770,25215,23296
124285616128,37778297385,17539923905,2698449795,17539923685,16087961298,1451962607,16199611251,1340312654,16087961298,16087961298,0,1451300281,111646087,1339654194,662323,3866,658457,3,0,3,16087961298,0,1340318180,1237209526,103099758,95169261,7608226,7022411,273503,252431,614,565,2475196208,223253587,2492359860,206089935,2475196208,2475196208,0,223152390,17163022,205989368,101197,630,100567,2475196208,0,206175425,190318155,15839785,14621724,1111895,1026128,25285,23361
124554051584,37859891908,17577807095,2704277952,17577806861,16122705203,1455101892,16234597096,1343209999,16122705203,16122705203,0,1454438183,111888016,1342550167,663706,3877,659829,3,0,3,16122705203,0,1343215165,1239883231,103323005,95375232,7625055,7037928,274341,253208,617,568,2480541894,223736058,2497742624,206535328,2480541894,2480541894,0,223634660,17200099,206434561,101398,631,100767,2480541894,0,206620543,190729030,15874252,14653567,1114508,1028541,25357,23423
124822487040,37941486484,17615690167,2710106189,17615690128,16157449923,1458240244,16269583864,1346106303,16157449923,16157449923,0,1457575140,112130054,1345445086,665101,3887,661214,3,0,3,16157449923,0,1346111680,1242556209,103545647,95580746,7642054,7053615,275137,253943,622,573,2485888235,224217954,2503126044,206980145,2485888235,2485888235,0,224116315,17237176,206879139,101639,633,101006,2485888235,0,207065389,191139676,15908533,14685187,1116961,1030781,25432,23495
125090922496,38023081097,17653573547,2715934292,17653573258,16192199550,1461373997,16304574807,1348998740,16192199550,16192199550,0,1460707490,112371365,1348336125,666504,3892,662612,3,0,3,16192199550,0,1349004417,1245226108,103767765,95785724,7658799,7069081,275882,254634,627,578,2491233922,224700370,2508509021,207425271,2491233922,2491233922,0,224598518,17274465,207324053,101852,634,101218,2491233922,0,207510730,191550577,15942821,14716818,1119454,1033087,25513,23571
125359357952,38104675719,17691456716,2721762508,17691456495,16226949147,1464507569,16339565569,1351891147,16226949147,16226949147,0,1463839629,112612522,1351227107,667937,3900,664037,3,0,3,16226949147,0,1351895626,1247894595,103990922,95991851,7675769,7084710,276680,255369,632,582,2496579258,225183250,2513891225,207871283,2496579258,2496579258,0,225081185,17311333,207769852,102065,634,101431,2496579258,0,207956622,191962385,15976978,14748396,1121994,1035427,25591,23644
125627793408,38186270326,17729339870,2727590750,17729339706,16261696872,1467642998,16374554764,1354785106,16261696872,16261696872,0,1466973596,112853987,1354119609,669399,3905,665494,3,0,3,16261696872,0,1354789879,1250565917,104213071,96196839,7692628,7100248,277385,256022,633,583,2501924818,225665932,2519273747,208317003,2501924818,2501924818,0,225563611,17348295,208215316,102321,634,101687,2501924818,0,208402169,192373734,16011218,14780084,1124535,1037765,25689,23733
125896228864,38267864857,17767223093,2733418890,17767222874,16296445209,1470777884,16409544793,1357678300,16296445209,16296445209,0,1470107106,113095669,1357011437,670775,3915,666860,3,0,3,16296445209,0,1357682972,1253235868,104435738,96402310,7709635,7115977,278127,256698,634,584,2507270070,226148820,2524656213,208762677,2507270070,2507270070,0,226046270,17385509,208660761,102550,634,101916,2507270070,0,208847905,192785108,16045476,14811698,1127114,1040142,25775,23813
126164664320,38349459513,17805106406,2739247065,17805106042,16331190936,1473915470,16444532685,1360573721,16331190936,16331190936,0,1473243361,113337824,1359905537,672106,3925,668181,3,0,3,16331190936,0,1360578274,1255907703,104659000,96608251,7726577,7131613,278874,257385,636,585,2512615290,226631775,2530038293,209208772,2512615290,2512615290,0,226529025,17422369,209106656,102750,634,102116,2512615290,0,209293816,193197000,16079641,14843243,1129707,1042527,25861,23886
126433099776,38431054034,17842989509,2745075260,17842989265,16365935794,1477053715,16479519879,1363469630,16365935794,16365935794,0,1476380209,113580153,1362800056,673503,3932,669571,3,0,3,16365935794,0,1363474298,1258579916,104881958,96814062,7743668,7147391,279647,258100,638,587,2517961449,227113811,2535421757,209653503,2517961449,2517961449,0,227010824,17459673,209551151,102987,635,102352,2517961449,0,209738935,193607655,16113764,14874719,1132181,1044814,25944,23963
126701535232,38512648626,17880872681,2750903433,17880872512,16400683581,1480189100,16514508662,1366364019,16400683581,16400683581,0,1479514187,113821141,1365693046,674910,3940,670970,3,0,3,16400683581,0,1366367473,1261250773,105105034,97019855,7760627,7163015,280414,258815,639,588,2523307525,227595908,2540805114,210098319,2523307525,2523307525,0,227492733,17496954,209995779,103175,635,102540,2523307525,0,210183689,194017926,16148295,14906645,1134722,1047165,26027,24043
126969970688,38594243249,17918755805,2756731653,17918755791,16435430046,1483325759,16549496275,1369259530,16435430046,16435430046,0,1482649430,114062282,1368587148,676326,3947,672379,3,0,3,16435430046,0,1369262630,1263923363,105327344,97224975,7777634,7178698,281180,259521,642,591,2528653476,228078177,2546188080,210543573,2528653476,2528653476,0,227974784,17533967,210440817,103393,637,102756,2528653476,0,210628779,194428810,16182647,14938389,1137262,1049512,26096,24106
127238406144,38675837913,17956639001,2762559879,17956639033,16470174789,1486464212,16584482660,1372156341,16470174789,16470174789,0,1485786474,114303916,1371482558,677735,3955,673780,3,0,3,16470174789,0,1372159922,1266597364,105549574,97430193,7794359,7194148,281974,260260,645,593,2533998588,228561291,2551570331,210989548,2533998588,2533998588,0,228457671,17571106,210886565,103620,637,102983,2533998588,0,211074424,194840168,16217257,14970363,1139806,1051844,26184,24190
127506841600,38757432470,17994522170,2768388068,17994522232,16504921907,1489600263,16619470690,1375051480,16504921907,16504921907,0,1488921077,114544823,1374376254,679183,3960,675223,3,0,3,16504921907,0,1375054025,1269269197,105772238,97635615,7811414,7209867,282754,260981,646,594,2539344705,229043363,2556953709,211434359,2539344705,2539344705,0,228939529,17608367,211331162,103834,637,103197,2539344705,0,211519599,195250970,16251328,15001753,1142335,1054170,26267,24269
127775277056,38839026961,18032405265,2774216253,18032405443,16539667288,1492737977,16654457217,1377948048,16539667288,16539667288,0,1492057406,114785960,1377271446,680568,3969,676599,3,0,3,16539667288,0,1377950110,1271942417,105994834,97841321,7828316,7225448,283497,261663,649,597,2544689535,229526718,2562335619,211880634,2544689535,2544689535,0,229422653,17645447,211777206,104065,637,103428,2544689535,0,211965780,195662854,16285568,15033405,1144966,1056609,26339,24338
128043712512,38920621555,18070288528,2780044434,18070288593,16574412180,1495876348,16689443744,1380844784,16574412180,16574412180,0,1495194281,115027588,1380166693,682064,3976,678088,3,0,3,16574412180,0,1380846396,1274615654,106217646,98046928,7845303,7241131,284284,262380,652,600,2550035060,230009374,2567718335,212326099,2550035060,2550035060,0,229905107,17682634,212222473,104267,641,103626,2550035060,0,212411571,196074300,16319572,15064770,1147533,1058982,26431,24421
128312147968,39002216169,18108171752,2785872624,18108171793,16609159095,1499012657,16724431750,1383740002,16609159095,16609159095,0,1498329156,115268674,1383060482,683498,3981,679517,3,0,3,16609159095,0,1383740778,1277287300,106440344,98252657,7862325,7256832,285051,263087,658,606,2555380709,230491915,2573100975,212771649,2555380709,2555380709,0,230387438,17719625,212667813,104477,641,103836,2555380709,0,212856812,196485518,16354012,15096471,1150097,1061329,26517,24495
128580583424,39083810712,18146054931,2791700795,18146054986,16643906277,1502148654,16759420261,1386634670,16643906277,16643906277,0,1501463707,115509996,1385953711,684944,3988,680956,3,0,3,16643906277,0,1386635168,1279958826,106662555,98457784,7879471,7272660,285853,263833,660,608,2560726447,230974348,2578483874,213216921,2560726447,2560726447,0,230869659,17756784,213112875,104689,643,104046,2560726447,0,213302005,196896340,16388377,15128253,1152676,1063714,26601,24568
128849018880,39165405242,18183938097,2797528992,18183938153,16678651295,1505286802,16794406924,1389531173,16678651295,16678651295,0,1504600469,115751632,1388848837,686330,3997,682333,3,0,3,16678651295,0,1389531497,1282632100,106885321,98663294,7896371,7288285,286619,264549,661,609,2566071719,231457273,2583866433,213662559,2566071719,2566071719,0,231352357,17794069,213558288,104916,645,104271,2566071719,0,213747828,197307837,16422608,15159734,1155241,1066075,26680,24642
129117454336,39246999912,18221821371,2803357153,18221821388,16713398256,1508423115,16829395224,1392426147,16713398256,16713398256,0,1507735359,115992955,1391742404,687753,4013,683740,3,0,3,16713398256,0,1392425791,1285303559,107108385,98869174,7913064,7303736,287454,265323,665,612,2571418703,231938450,2589250427,214106726,2571418703,2571418703,0,231833327,17831079,214002248,105123,645,104478,2571418703,0,214192009,197717709,16456828,15191426,1157728,1068395,26762,24718
129385889792,39328594456,18259704486,2809185371,18259704599,16748145183,1511559303,16864383205,1395321281,16748145183,16748145183,0,1510870106,116233997,1394636109,689194,4025,685169,3,0,3,16748145183,0,1395319934,1287975362,107331022,99074504,7930213,7319553,288265,266071,672,619,2576763151,232422220,2594631907,214553464,2576763151,2576763151,0,232316897,17868110,214448787,105323,646,104677,2576763151,0,214638581,198130088,16491248,15223193,1160237,1070723,26831,24783
129654325248,39410188996,18297587643,2815013527,18297587826,16782887419,1514700224,16899366741,1398220902,16782887419,16782887419,0,1514009609,116475292,1397534317,690612,4030,686582,3,0,3,16782887419,0,1398218722,1290651399,107553648,99279935,7947522,7335574,289044,266789,673,620,2582108276,232905251,2600013878,214999649,2582108276,2582108276,0,232799706,17904954,214894752,105545,648,104897,2582108276,0,215084450,198541926,16525594,15254929,1162741,1073031,26921,24866
129922760704,39491783653,18335470907,2820841700,18335471046,16817634601,1517836306,16934354642,1401116265,16817634601,16817634601,0,1517144248,116716006,1400428242,692055,4035,688020,3,0,3,16817634601,0,1401113430,1293323755,107775762,99485055,7964566,7351313,289813,267495,677,624,2587454626,233387074,2605397173,215444527,2587454626,2587454626,0,233281304,17941899,215339405,105770,648,105122,2587454626,0,215529235,198952602,16559758,15286467,1165313,1075400,26998,24936
130191196160,39573378221,18373354092,2826669892,18373354237,16852383824,1520970268,16969345308,1404008784,16852383824,16852383824,0,1520276749,116957441,1403319308,693516,4043,689473,3,0,3,16852383824,0,1404005513,1295992996,107998245,99690375,7981679,7367059,290631,268250,681,628,2592798754,233871138,2610778497,215891395,2592798754,2592798754,0,233765156,17979095,215786061,105982,648,105334,2592798754,0,215976078,199365030,16594192,15318324,1167807,1077695,27079,25012
130459631616,39654972685,18411237182,2832498081,18411237422,16887131020,1524106162,17004333266,1406903916,16887131020,16887131020,0,1523411191,117198194,1406212997,694968,4052,690916,3,0,3,16887131020,0,1406900227,1298665717,108220129,99894900,7998734,7382775,291417,268974,684,631,2598145280,234352801,2616162186,216335895,2598145280,2598145280,0,234246620,18016256,216230364,106181,650,105531,2598145280,0,216420976,199775575,16628098,15349632,1170379,1080065,27167,25092
