boundary,total,inert,ramified,split,inert_trivial,inert_non_trivial,inert_rank_inc,inert_rank_same,inert_rank_0,inert_rank_0_inc,inert_rank_0_same,inert_rank_1,inert_rank_1_inc,inert_rank_1_same,inert_rank_2,inert_rank_2_inc,inert_rank_2_same,inert_rank_3,inert_rank_3_inc,inert_rank_3_same,inert_rank_4,inert_rank_4_inc,inert_rank_4_same,inert_cyclic_0,inert_cyclic_0_rank_same,inert_cyclic_1,inert_cyclic_1_rank_same,inert_cyclic_2,inert_cyclic_2_rank_same,inert_cyclic_3,inert_cyclic_3_rank_same,inert_cyclic_4,inert_cyclic_4_rank_same,inert_cyclic_5,inert_cyclic_5_rank_same,inert_cyclic_6,inert_cyclic_6_rank_same,inert_cyclic_7,inert_cyclic_7_rank_same,inert_cyclic_8,inert_cyclic_8_rank_same,inert_cyclic_9,inert_cyclic_9_rank_same,inert_cyclic_10,inert_cyclic_10_rank_same,inert_cyclic_11,inert_cyclic_11_rank_same
123211874304,37451919058,14044469736,9362979834,14044469488,7937452051,6107017685,9890619042,4153850694,7937452051,7937452051,0,5848346917,1926177929,3922168988,257774766,26964169,230810597,895793,24892,870901,209,1,208,7937452051,0,3899450490,2615185885,1299688325,871605185,433155792,290488993,144403585,96843170,48117426,32267503,16032881,10751070,5333912,3576277,1687918,1131896,411224,275215,60524,40567,4840,3227
123480309760,37533513571,14075067691,9383378427,14075067453,7954714630,6120353061,9912155853,4162911838,7954714630,7954714630,0,5861112002,1930391939,3930720063,258342968,27024334,231318634,897881,24949,872932,210,1,209,7954714630,0,3907960113,2620886980,1302527341,873506181,434100642,291122269,144718532,97054185,48221883,32337369,16068238,10774634,5345613,3584143,1691685,1134380,412374,275976,60725,40708,4856,3238
123748745216,37615108148,14105665596,9403777107,14105665445,7971984100,6133681496,9933694142,4171971454,7971984100,7971984100,0,5873870814,1934600996,3939269818,258910502,27084029,231826473,899970,25016,874954,210,1,209,7971984100,0,3916465962,2626588486,1305363508,875405831,435045102,291754485,145033666,97265108,48326767,32407603,16103418,10798341,5357498,3592121,1695565,1137007,413499,276714,60947,40868,4882,3254
124017180672,37696702726,14136263532,9424175734,14136263460,7989254618,6147008914,9955235188,4181028344,7989254618,7989254618,0,5886627327,1938811324,3947816003,259479343,27144170,232335173,902034,25075,876959,210,1,209,7989254618,0,3924970433,2632286870,1308198631,877304117,435990500,292387961,145348388,97476188,48431746,32477805,16138332,10821689,5369230,3600010,1699403,1139628,414617,277473,61146,40995,4901,3267
124285616128,37778297385,14166861545,9444574417,14166861423,8006518500,6160343045,9976771672,4190089873,8006518500,8006518500,0,5899390797,1943023695,3956367102,260047945,27204323,232843622,904093,25153,878940,210,1,209,8006518500,0,3933481780,2637990428,1311034529,879202919,436934447,293019808,145663675,97688025,48536790,32547945,16173461,10845328,5381018,3607916,1703124,1142109,415723,278230,61334,41120,4916,3274
124554051584,37859891908,14197459519,9464973020,14197459369,8023786256,6173673263,9998311207,4199148312,8023786256,8023786256,0,5912149519,1947235148,3964914371,260617331,27264587,233352744,906201,25215,880986,212,1,211,8023786256,0,3941989100,2643690010,1313870144,881102228,437878737,293652247,145978611,97899126,48641622,32618021,16208238,10868716,5392816,3615853,1706943,1144654,416803,278943,61568,41286,4937,3287
124822487040,37941486484,14228057423,9485371689,14228057372,8041052302,6187005121,10019847189,4208210234,8041052302,8041052302,0,5924909953,1951444993,3973464960,261186733,27324634,233862099,908221,25259,882962,214,1,213,8041052302,0,3950499235,2649392201,1316704453,883001578,438823133,294284904,146293551,98110241,48746251,32688345,16243367,10892277,5404502,3623797,1710796,1147200,417927,279681,61773,41431,4965,3305
125090922496,38023081097,14258655381,9505770370,14258655346,8058323848,6200331533,10041388299,4217267082,8058323848,8058323848,0,5937667080,1955654470,3982012610,261753951,27384674,234369277,910288,25306,884982,214,1,213,8058323848,0,3959003458,2655090571,1319542018,884902908,439767098,294917581,146608379,98320841,48850825,32758329,16278585,10915773,5416249,3631650,1714495,1149666,419012,280405,61976,41566,4985,3320
125359357952,38104675719,14289253369,9526168992,14289253358,8075591001,6213662368,10062927354,4226326015,8075591001,8075591001,0,5950426924,1959866639,3990560285,262322800,27444335,234878465,912428,25378,887050,216,1,215,8075591001,0,3967510494,2660790782,1322376122,886800379,440712749,295550918,146923798,98531962,48956210,32828823,16313752,10939410,5428147,3639613,1718359,1152229,420074,281104,62204,41721,5015,3344
125627793408,38186270326,14319851400,9546567610,14319851316,8092858143,6226993257,10084468231,4235383169,8092858143,8092858143,0,5963185921,1964080080,3999105841,262892717,27504570,235388147,914403,25437,888966,216,1,215,8092858143,0,3976015281,2666488368,1325212449,888699077,441658772,296184455,147239286,98743369,49061111,32898838,16348422,10962563,5439844,3647412,1722138,1154709,421162,281827,62418,41862,5038,3361
125896228864,38267864857,14350449323,9566966274,14350449260,8110127760,6240321563,10106006100,4244443223,8110127760,8110127760,0,5975943006,1968287707,4007655299,263461938,27565131,235896807,916403,25501,890902,216,1,215,8110127760,0,3984520209,2672188963,1328049209,890599330,442602530,296817198,147553865,98953984,49166571,32969519,16383014,10985735,5451692,3655339,1725954,1157290,422265,282545,62636,42018,5061,3378
126164664320,38349459513,14381047286,9587364941,14381047286,8127394542,6253652744,10127545015,4253502271,8127394542,8127394542,0,5988704372,1972499628,4016204744,264029650,27625286,236404364,918506,25558,892948,216,1,215,8127394542,0,3993030605,2677889461,1330882257,892497632,443548647,297451294,147868544,99165081,49271585,33039963,16418388,11009361,5463336,3663217,1729787,1159923,423304,283247,62835,42171,5084,3394
126433099776,38431054034,14411645251,9607763586,14411645197,8144660407,6266984844,10149084126,4262561125,8144660407,8144660407,0,6001466438,1976712585,4024753853,264597621,27685517,236912104,920568,25616,894952,217,1,216,8144660407,0,4001538678,2683588745,1333718852,894397489,444494405,298085175,148183417,99376035,49376269,33110197,16453583,11032938,5475152,3671144,1733566,1162479,424346,283927,63059,42311,5111,3413
126701535232,38512648626,14442243251,9628162201,14442243174,8161925776,6280317475,10170624008,4271619243,8161925776,8161925776,0,6014227385,1980926836,4033300549,265167212,27745719,237421493,922661,25676,896985,217,1,216,8161925776,0,4010046166,2689286697,1336553819,896295316,445440293,298719232,148498767,99587402,49481525,33180809,16488695,11056611,5486844,3678871,1737382,1165038,425491,284692,63262,42452,5141,3429
126969970688,38594243249,14472841216,9648560814,14472841219,8179191873,6293649343,10192159751,4280681465,8179191873,8179191873,0,6026989075,1985136563,4041852512,265735315,27805586,237929729,924735,25728,899007,218,1,217,8179191873,0,4018556707,2694989666,1339389355,898195560,446384845,299352648,148813404,99797948,49585993,33250956,16523906,11080119,5498442,3686613,1741253,1167598,426532,285366,63475,42595,5163,3443
127238406144,38675837913,14503439246,9668959555,14503439112,8196455479,6306983767,10213696868,4289742378,8196455479,8196455479,0,6039752917,1989349724,4050403193,266303862,27865873,238437989,926770,25791,900979,218,1,217,8196455479,0,4027068298,2700692202,1342224955,900095046,447329959,299985645,149128227,100008501,49690831,33321441,16558873,11103409,5510242,3694537,1745053,1170129,427632,286107,63669,42723,5178,3453
127506841600,38757432470,14534037239,9689358132,14534037099,8213724598,6320312641,10235236402,4298800837,8213724598,8213724598,0,6052512981,1993560112,4058952869,266870612,27925831,238944781,928829,25860,902969,219,1,218,8213724598,0,4035574959,2706392502,1345061686,901995067,448274739,300619272,149443906,100219628,49795328,33391463,16593774,11126707,5521939,3702343,1748855,1172714,428707,286833,63887,42873,5201,3467
127775277056,38839026961,14564635155,9709756764,14564635042,8230983666,6333651489,10256769069,4307866086,8230983666,8230983666,0,6065281352,1997773509,4067507843,267438993,27985978,239453015,930925,25915,905010,219,1,218,8230983666,0,4044088138,2712098649,1347897950,903894565,449220930,301252348,149759505,100431166,49900345,33461427,16628875,11150107,5533753,3710155,1752731,1175344,429798,287574,64106,43026,5221,3482
128043712512,38920621555,14595233160,9730155384,14595233011,8248248431,6346984729,10278307365,4316925795,8248248431,8248248431,0,6078043100,2001986444,4076056656,268008416,28046507,239961909,932993,25982,907011,220,1,219,8248248431,0,4052595075,2717796830,1350734668,905794643,450166875,301886361,150074477,100642243,50005698,33531996,16663914,11173684,5545323,3717968,1756597,1177941,430903,288338,64321,43152,5249,3500
128312147968,39002216169,14625831080,9750554052,14625831037,8265517112,6360313968,10299846671,4325984409,8265517112,8265517112,0,6090802712,2006196890,4084605822,268575994,28106631,240469363,935042,26037,909005,220,1,219,8265517112,0,4061103666,2723497723,1353569596,907694406,451110940,302518502,150389574,100853418,50110856,33602336,16698962,11197374,5557008,3725763,1760362,1180483,431976,289028,64499,43273,5273,3516
128580583424,39083810712,14656429094,9770952661,14656428957,8282781543,6373647551,10321382070,4335047024,8282781543,8282781543,0,6103565173,2010407649,4093157524,269145129,28166764,240978365,937029,26113,910916,220,1,219,8282781543,0,4069612863,2729198324,1356406570,909595831,452055327,303151424,150704823,101065155,50215567,33672466,16734167,11221066,5568600,3733501,1764212,1183048,433055,289771,64695,43409,5294,3529
128849018880,39165405242,14687026991,9791351256,14687026995,8300047810,6386979181,10342919919,4344107072,8300047810,8300047810,0,6116325696,2014619056,4101706640,269714193,28226893,241487300,939071,26159,912912,221,1,220,8300047810,0,4078118611,2734896890,1359244560,911497432,453001842,303785611,151018930,101275186,50320180,33742723,16768952,11244336,5580136,3741193,1768032,1185613,434213,290544,64918,43561,5322,3551
129117454336,39246999912,14717624968,9811749931,14717625013,8317313462,6400311506,10364456876,4353168092,8317313462,8317313462,0,6129087036,2018830010,4110257026,270283177,28287188,241995989,941072,26215,914857,221,1,220,8317313462,0,4086630655,2740599955,1362078602,913396542,453945449,304417626,151333368,101485882,50425586,33813359,16803756,11267754,5591879,3749154,1771973,1188228,435298,291266,65125,43693,5345,3567
129385889792,39328594456,14748222953,9832148567,14748222936,8334574151,6413648802,10385994087,4362228866,8334574151,8334574151,0,6141852463,2023045996,4118806467,270852997,28347670,242505327,943120,26269,916851,222,1,221,8334574151,0,4095143138,2746302164,1364912730,915293686,454891668,305051407,151648687,101697002,50530834,33883695,16838814,11291250,5603640,3757002,1775794,1190800,436440,292019,65360,43865,5358,3577
129654325248,39410188996,14778820850,9852547246,14778820900,8351840641,6426980209,10407535627,4371285223,8351840641,8351840641,0,6154613538,2027261048,4127352490,271421289,28407610,243013679,945160,26327,918833,222,1,221,8351840641,0,4103650601,2752000679,1367750223,917193453,455836317,305684308,151962954,101907178,50636165,33953794,16873857,11314554,5615346,3764823,1779594,1193363,437525,292736,65570,44005,5386,3597
129922760704,39491783653,14809418874,9872945924,14809418855,8369110944,6440307930,10429075230,4380343644,8369110944,8369110944,0,6167371013,2031470267,4135900746,271989522,28467627,243521895,947173,26391,920782,222,1,221,8369110944,0,4112153212,2757697988,1370587300,919094849,456782220,306318174,152277911,102118102,50741052,34023824,16908854,11337939,5627229,3772677,1783460,1195990,438586,293446,65777,44142,5412,3615
130191196160,39573378221,14840016793,9893344544,14840016884,8386378184,6453638609,10450614071,4389402722,8386378184,8386378184,0,6180129876,2035681507,4144448369,272559231,28527922,244031309,949280,26457,922823,222,1,221,8386378184,0,4120661971,2763397417,1373420969,920993667,457727024,306951826,152592629,102328695,50845966,34094188,16943972,11361414,5638837,3780430,1787342,1198578,439730,294230,66006,44299,5430,3625
130459631616,39654972685,14870614794,9913743108,14870614783,8403645238,6466969556,10472151076,4398463718,8403645238,8403645238,0,6192890114,2039891248,4152998866,273127861,28588076,244539785,951358,26513,924845,223,1,222,8403645238,0,4129167422,2769098351,1376258892,922895193,458672752,307584761,152907510,102539300,50950916,34164250,16978396,11384521,5650486,3788244,1791215,1201158,440874,295021,66203,44433,5448,3634
130728067072,39736567395,14901212808,9934141808,14901212779,8420908718,6480304090,10493688879,4407523929,8420908718,8420908718,0,6205652159,2044104986,4161547173,273698298,28648609,245049689,953410,26565,926845,223,1,222,8420908718,0,4137675801,2774798646,1379096816,924795457,459616281,308216138,153223329,102750998,51055624,34234285,17013134,11407813,5662317,3796200,1795018,1203710,441945,295700,66420,44574,5474,3652
130996502528,39818161966,14931810850,9954540394,14931810722,8438175496,6493635354,10515227060,4416583790,8438175496,8438175496,0,6218412133,2048315998,4170096135,274267516,28708938,245558578,955482,26627,928855,223,1,222,8438175496,0,4146183883,2780499284,1381933480,926696211,460560039,308847987,153538022,102961854,51160519,34304390,17048089,11431227,5673952,3804019,1798958,1206347,443062,296435,66634,44718,5495,3663
131264937984,39899756631,14962408816,9974939072,14962408743,8455448253,6506960563,10536769033,4425639783,8455448253,8455448253,0,6231166930,2052525019,4178641911,274835791,28769071,246066720,957619,26689,930930,223,1,222,8455448253,0,4154688223,2786197381,1384768550,928595060,461504264,309481301,153853075,103172681,51265116,34374502,17082755,11454413,5685607,3811913,1802819,1208952,444148,297153,66863,44883,5510,3672
131533373440,39981351254,14993006788,9995337726,14993006740,8472713029,6520293759,10558303446,4434703342,8472713029,8472713029,0,6243927542,2056734306,4187193236,275406364,28829348,246577016,959630,26762,932868,223,1,222,8472713029,0,4163194870,2791899340,1387604651,930494079,462449819,310115286,154167996,103383888,51370326,34444915,17117816,11477708,5697618,3819934,1806593,1211487,445236,297897,67088,45022,5529,3680
131801808896,40062945825,15023604733,10015736414,15023604678,8489980691,6533624042,10579845718,4443759015,8489980691,8489980691,0,6256686795,2060948871,4195737924,275975330,28889334,247085996,961694,26821,934873,223,1,222,8489980691,0,4171701238,2797596483,1390439377,932392482,463396667,310749173,154482203,103594007,51475534,34515344,17152652,11500998,5709423,3827808,1810482,1214112,446351,298649,67309,45164,5559,3704
132070244352,40144540364,15054202734,10036135022,15054202608,8507245422,6546957312,10601380000,4452822734,8507245422,8507245422,0,6269448702,2065158318,4204290384,276544653,28949377,247595276,963733,26882,936851,224,1,223,8507245422,0,4180209622,2803298201,1393276096,934294510,464341257,311381568,154797412,103805090,51580534,34585673,17187720,11524514,5721159,3835756,1814305,1216646,447492,299398,67521,45303,5584,3725
132338679808,40226134972,15084800704,10056533623,15084800645,8524512431,6560288273,10622919223,4461881481,8524512431,8524512431,0,6282209004,2069370311,4212838693,277113181,29009537,248103644,965863,26943,938920,225,1,224,8524512431,0,4188719261,2808998353,1396110172,936193446,465286432,312014465,155111932,104016270,51685619,34656004,17222793,11548139,5732663,3843413,1818182,1219262,448617,300165,67723,45438,5610,3738
132607115264,40307729627,15115398740,10076932267,15115398620,8541775832,6573622908,10644456627,4470942113,8541775832,8541775832,0,6294971288,2073583889,4221387399,277683434,29069892,248613542,967961,27013,940948,225,1,224,8541775832,0,4197230115,2814698651,1398946361,938093634,466229961,312646586,155427098,104227589,51790405,34726181,17257660,11571470,5744345,3851179,1822062,1221915,449708,300854,67948,45593,5625,3747
132875550720,40389324262,15145996674,10097330898,15145996690,8559036901,6586959773,10665989344,4480007330,8559036901,8559036901,0,6307736981,2077795352,4229941629,278252528,29130008,249122520,970039,27082,942957,225,1,224,8559036901,0,4205743043,2820401873,1401783455,939996530,467173506,313278534,155741457,104438055,51895841,34796857,17293131,11595177,5756019,3859026,1825893,1224466,450854,301631,68138,45723,5644,3757
133143986176,40470918780,15176594620,10117729552,15176594608,8576307892,6600286728,10687530691,4489063929,8576307892,8576307892,0,6320494038,2082005401,4238488637,278820393,29190253,249630140,972072,27144,944928,225,1,224,8576307892,0,4214247818,2826101560,1404618133,941894371,468120131,313912702,156056262,104648463,52000376,34867216,17328061,11618414,5767595,3866848,1829713,1227064,451939,302359,68342,45867,5668,3773
