boundary,total,inert,ramified,split,inert_trivial,inert_non_trivial,inert_rank_inc,inert_rank_same,inert_rank_0,inert_rank_0_inc,inert_rank_0_same,inert_rank_1,inert_rank_1_inc,inert_rank_1_same,inert_rank_2,inert_rank_2_inc,inert_rank_2_same,inert_rank_3,inert_rank_3_inc,inert_rank_3_same,inert_cyclic_0,inert_cyclic_0_rank_same,inert_cyclic_1,inert_cyclic_1_rank_same,inert_cyclic_2,inert_cyclic_2_rank_same,inert_cyclic_3,inert_cyclic_3_rank_same,inert_cyclic_4,inert_cyclic_4_rank_same,inert_cyclic_5,inert_cyclic_5_rank_same,inert_cyclic_6,inert_cyclic_6_rank_same,ramified_trivial,ramified_non_trivial,ramified_rank_inc,ramified_rank_same,ramified_rank_0,ramified_rank_0_inc,ramified_rank_0_same,ramified_rank_1,ramified_rank_1_inc,ramified_rank_1_same,ramified_rank_2,ramified_rank_2_inc,ramified_rank_2_same,ramified_rank_3,ramified_rank_3_inc,ramified_rank_3_same,ramified_cyclic_0,ramified_cyclic_0_rank_same,ramified_cyclic_1,ramified_cyclic_1_rank_same,ramified_cyclic_2,ramified_cyclic_2_rank_same,ramified_cyclic_3,ramified_cyclic_3_rank_same,ramified_cyclic_4,ramified_cyclic_4_rank_same,ramified_cyclic_5,ramified_cyclic_5_rank_same,ramified_cyclic_6,ramified_cyclic_6_rank_same
72209137664,21948945597,9602663670,2743618171,9602663756,8036722857,1565940813,8259871256,1342792414,8036722857,8036722857,0,1561226707,223051740,1338174967,4713860,96658,4617202,246,1,245,8036722857,0,1338616843,1147370053,191238402,163914458,27309206,23409005,3740738,3205821,315436,270377,6082,5253,2296387717,447230454,2360060563,383557608,2296387717,2296387717,0,445891179,63645409,382245770,1339202,27435,1311767,73,2,71,2296387717,0,382387370,327802404,54639887,46844247,7798328,6685385,1009855,865839,55387,47595,352,300
72477573120,22030540298,9638361367,2753817531,9638361400,8066598933,1571762434,8290576155,1347785212,8066598933,8066598933,0,1567030845,223880202,1343150643,4731341,97019,4634322,248,1,247,8066598933,0,1343591906,1151634939,191949563,164524323,27411119,23496327,3755177,3218095,316948,271660,6132,5299,2304923058,448894473,2368832677,384984854,2304923058,2304923058,0,447550184,63882079,383668105,1344216,27538,1316678,73,2,71,2304923058,0,383809149,329021345,54843399,47018681,7827640,6710563,1013928,869333,55714,47881,354,302
72746008576,22112134882,9674058983,2764016841,9674059058,8096471012,1577587971,8321278040,1352780943,8096471012,8096471012,0,1572838837,224709588,1348129249,4748886,97439,4651447,248,1,247,8096471012,0,1348568017,1155900400,192663232,165136084,27513347,23583935,3769624,3230560,318450,272941,6167,5329,2313456660,450560181,2377603048,386413793,2313456660,2313456660,0,449210841,64118755,385092086,1349267,27631,1321636,73,2,71,2313456660,0,385233519,330242609,55045993,47192450,7857042,6735855,1017927,872743,56005,48126,355,303
73014444032,22193729481,9709756612,2774216146,9709756723,8126345288,1583411324,8351982145,1357774467,8126345288,8126345288,0,1578644490,225539029,1353105461,4766586,97827,4668759,248,1,247,8126345288,0,1353545291,1160166246,193373979,165745664,27614823,23670861,3784245,3243085,319951,274247,6201,5358,2321992828,452223318,2386376210,387839936,2321992828,2321992828,0,450869015,64355650,386513365,1354230,27730,1326500,73,2,71,2321992828,0,386654610,331460677,55249608,47366886,7886130,6760849,1022001,876262,56306,48385,360,306
73282879488,22275324070,9745454256,2784415485,9745454329,8156220687,1589233569,8382686168,1362768088,8156220687,8156220687,0,1584448979,226367289,1358081690,4784340,98191,4686149,250,1,249,8156220687,0,1358520925,1164431779,194085562,166355746,27716233,23757833,3798616,3255454,321404,275486,6239,5392,2330528996,453886489,2395149619,389265866,2330528996,2330528996,0,452527241,64592795,387934446,1359174,27826,1331348,74,2,72,2330528996,0,388077061,332679599,55451890,47540380,7915208,6785713,1026108,879795,56610,48650,364,309
73551314944,22356918646,9781151879,2794614887,9781151880,8186098692,1595053187,8413394279,1367757600,8186098692,8186098692,0,1590250846,227197001,1363053845,4802090,98585,4703505,251,1,250,8186098692,0,1363494199,1168693869,194796392,166964802,27818239,23845282,3812858,3267722,322891,276754,6267,5416,2339064090,455550797,2403921171,390693716,2339064090,2339064090,0,454186490,64829162,389357328,1364233,27917,1336316,74,2,72,2339064090,0,389498750,333898926,55655986,47715246,7944230,6810583,1030254,883359,56905,48904,365,310
73819750400,22438513268,9816849606,2804814149,9816849513,8215972314,1600877292,8444099592,1372750014,8215972314,8215972314,0,1596057546,228028342,1368029204,4819494,98935,4720559,252,1,251,8215972314,0,1368473361,1172960143,195506335,167573173,27919917,23932348,3827255,3280061,324368,278026,6310,5453,2347601339,457212810,2412695490,392118659,2347601339,2347601339,0,455843490,65066128,390777362,1369246,28021,1341225,74,2,72,2347601339,0,390920019,335117045,55858394,47888498,7973330,6835609,1034240,886803,57142,49097,365,310
74088185856,22520107883,9852547228,2815013540,9852547115,8245847111,1606700117,8474804312,1377742916,8245847111,8245847111,0,1601862716,228857930,1373004786,4837149,99270,4737879,252,1,251,8245847111,0,1373449899,1177225318,196216753,168182223,28022324,24020079,3841506,3292344,325879,279330,6355,5492,2356134965,458878575,2421465520,393548020,2356134965,2356134965,0,457504166,65302422,392201744,1374334,28131,1346203,75,2,73,2356134965,0,392344540,336338874,56061162,48062403,8002314,6860485,1038370,890343,57412,49326,368,313
74356621312,22601702440,9888244854,2825212778,9888244808,8275723806,1612521048,8505511131,1382733723,8275723806,8275723806,0,1607665938,229687692,1377978246,4854857,99632,4755225,253,1,252,8275723806,0,1378425537,1181488521,196926645,168791389,28124258,24107579,3855778,3304641,327325,280591,6395,5525,2364669123,460543655,2430236743,394976035,2364669123,2364669123,0,459164229,65539401,393624828,1379351,28217,1351134,75,2,73,2364669123,0,393767881,337559086,56264515,48236691,8031255,6885303,1042506,893856,57702,49577,370,315
74625056768,22683296956,9923942429,2835412116,9923942411,8305595236,1618347193,8536212999,1387729430,8305595236,8305595236,0,1613474772,230517768,1382957004,4872167,99994,4772173,254,1,253,8305595236,0,1383404938,1185756828,197637778,169400515,28226509,24195191,3870210,3316959,328898,281949,6439,5562,2373204622,462207494,2439009402,396402714,2373204622,2373204622,0,460822980,65776457,395046523,1384439,28321,1356118,75,2,73,2373204622,0,395189627,338777665,56468191,48411229,8060301,6910215,1046514,897286,57975,49811,372,317
74893492224,22764891635,9959640172,2845611422,9959640041,8335468367,1624171805,8566916514,1392723658,8335468367,8335468367,0,1619281694,231347775,1387933919,4889857,100371,4789486,254,1,253,8335468367,0,1388383448,1190023177,198348743,170010351,28328298,24282447,3884350,3329139,330375,283207,6480,5598,2381740886,463870536,2447782510,397828912,2381740886,2381740886,0,462480923,66013204,396467719,1389538,28418,1361120,75,2,73,2381740886,0,396610750,339995898,56671856,48585878,8089163,6934862,1050506,900690,58273,50072,375,319
75161927680,22846486291,9995337769,2855810799,9995337723,8365341999,1629995770,8597618464,1397719305,8365341999,8365341999,0,1625087875,232175726,1392912149,4907640,100738,4806902,255,1,254,8365341999,0,1393361046,1194290277,199059835,170620574,28429880,24369687,3898776,3341500,331820,284480,6518,5631,2390275794,465535005,2456554068,399256731,2390275794,2390275794,0,464140319,66249757,397890562,1394610,28515,1366095,76,2,74,2390275794,0,398034210,341216587,56874554,48759471,8118104,6959681,1054497,904160,58577,50342,377,321
75430363136,22928080855,10031035383,2866010077,10031035395,8395215158,1635820225,8628321754,1402713629,8395215158,8395215158,0,1630894583,233005516,1397889067,4925387,101079,4824308,255,1,254,8395215158,0,1398339718,1198557388,199770274,171229480,28531526,24456834,3913173,3353920,333321,285767,6571,5678,2398812321,467197756,2465328016,400682061,2398812321,2398812321,0,465798148,66487068,399311080,1399530,28625,1370905,78,2,76,2398812321,0,399456068,342435050,57077031,48932873,8147252,6984615,1058508,907588,58905,50626,384,328
75698798592,23009675453,10066732929,2876209459,10066733065,8425087116,1641645813,8659023753,1407709176,8425087116,8425087116,0,1636702706,233835197,1402867509,4942852,101439,4841413,255,1,254,8425087116,0,1403317373,1202823931,200482860,171840377,28633352,24544063,3927699,3366377,334812,287050,6610,5711,2407349378,468860081,2474101635,402107824,2407349378,2407349378,0,467455569,66723521,400732048,1404434,28734,1375700,78,2,76,2407349378,0,400876216,343652591,57280785,49107499,8176396,7009657,1062585,911088,59198,50880,389,333
75967234048,23091270036,10102430617,2886408739,10102430680,8454961808,1647468809,8689728282,1412702335,8454961808,8454961808,0,1642508010,234664685,1407843325,4960544,101788,4858756,255,1,254,8454961808,0,1408294565,1207090187,201193664,172449413,28734619,24630809,3942201,3378822,336308,288346,6653,5748,2415885354,470523385,2482874340,403534399,2415885354,2415885354,0,469113843,66960162,402153681,1409463,28822,1380641,79,2,77,2415885354,0,402297747,344871321,57484227,49281858,8205415,7034551,1066577,914499,59488,51119,389,333
76235669504,23172864617,10138128270,2896608077,10138128270,8484841003,1653287267,8720436066,1417692204,8484841003,8484841003,0,1648308852,235492887,1412815965,4978157,102175,4875982,258,1,257,8484841003,0,1413268339,1211353812,201903896,173058069,28835494,24717532,3956613,3391150,337814,289617,6696,5785,2424419668,472188409,2491645112,404962965,2424419668,2424419668,0,470773911,67196505,403577406,1414419,28937,1385482,79,2,77,2424419668,0,403721440,346092299,57687113,49455880,8234627,7059611,1070584,917931,59757,51351,390,334
76504104960,23254459155,10173825786,2906807393,10173825976,8514715352,1659110434,8751139158,1422686628,8514715352,8514715352,0,1654114448,236321253,1417793195,4995728,102552,4893176,258,1,257,8514715352,0,1418244618,1215620266,202615326,173667891,28937372,24804732,3971038,3403557,339359,290927,6735,5822,2432953864,473853529,2500416290,406391103,2432953864,2432953864,0,472434047,67433399,405000648,1419403,29025,1390378,79,2,77,2432953864,0,405145366,347312783,57890069,49630124,8263527,7084379,1074648,921421,60045,51605,392,336
76772540416,23336053772,10209523434,2917006744,10209523594,8544587112,1664936322,8781841667,1427681767,8544587112,8544587112,0,1659922701,237151660,1422771041,5013361,102894,4910467,260,1,259,8544587112,0,1423224033,1219887922,203327203,174278016,29038437,24891175,3985342,3415817,340904,292248,6782,5863,2441491962,475514782,2509191422,407815322,2441491962,2441491962,0,474090369,67670343,406420026,1424334,29115,1395219,79,2,77,2441491962,0,406565721,348529971,58092748,49803677,8292494,7109306,1078659,924854,60353,51880,394,338
77040975872,23417648346,10245221048,2927206078,10245221220,8574461482,1670759566,8812545060,1432675988,8574461482,8574461482,0,1665728306,237980347,1427747959,5030999,103230,4927769,261,1,260,8574461482,0,1428202059,1224155510,204037278,174886698,29140218,24978383,3999526,3427947,342399,293519,6826,5902,2450029547,477176531,2517965475,409240603,2450029547,2450029547,0,475747137,67906709,407840428,1429315,29217,1400098,79,2,77,2450029547,0,407986896,349748620,58295306,49977224,8321220,7133839,1082659,928266,60661,52140,395,339
77309411328,23499243001,10280918760,2937405398,10280918843,8604335553,1676583207,8843248542,1437670218,8604335553,8604335553,0,1671534267,238809430,1432724837,5048677,103558,4945119,263,1,262,8604335553,0,1433180261,1228422794,204747311,175495210,29242151,25065922,4013838,3440208,343837,294763,6869,5940,2458565005,478840393,2526737521,410667877,2458565005,2458565005,0,477405931,68143201,409262730,1434383,29313,1405070,79,2,77,2458565005,0,409409026,350967791,58498665,50151778,8350295,7158760,1086579,931645,60967,52413,399,343
77577846784,23580837588,10316616324,2947604769,10316616495,8634212224,1682404100,8873955248,1442661076,8634212224,8634212224,0,1677337802,239639088,1437698714,5066034,103935,4962099,264,1,263,8634212224,0,1438157373,1232688292,205456901,176103506,29343157,25152502,4028049,3452341,345403,296093,6919,5980,2467101896,480502873,2535511612,412093157,2467101896,2467101896,0,479063455,68380307,410683148,1439339,29407,1409932,79,2,77,2467101896,0,410829998,352185657,58701554,50325458,8379611,7183914,1090640,935112,61250,52662,402,345
77846282240,23662432112,10352313960,2957804057,10352314095,8664087347,1688226613,8904661160,1447652800,8664087347,8664087347,0,1683142458,240469523,1442672935,5083890,104289,4979601,265,1,264,8664087347,0,1443133767,1236952148,206167431,176712979,29444952,25239732,4042458,3464694,346884,297366,6966,6016,2475639126,482164931,2544285476,413518581,2475639126,2475639126,0,480720517,68616833,412103684,1444335,29515,1414820,79,2,77,2475639126,0,412250357,353403308,58905102,50499985,8408537,7208646,1094582,938492,61533,52906,406,347
78114717696,23744026729,10388011604,2968003370,10388011755,8693964727,1694046877,8935367867,1452643737,8693964727,8693964727,0,1688945449,241298514,1447646935,5101162,104625,4996537,266,1,265,8693964727,0,1448108163,1241215937,206878802,177322674,29546275,25326663,4056824,3476967,348388,298653,6997,6041,2484174187,483829183,2553057019,414946351,2484174187,2484174187,0,482379733,68853222,413526511,1449371,29608,1419763,79,2,77,2484174187,0,413672960,354623373,59108656,50674570,8437235,7233085,1098654,941999,61822,53137,406,347
78383153152,23825621307,10423709263,2978202710,10423709334,8723839928,1699869335,8966073478,1457635785,8723839928,8723839928,0,1694750467,242128580,1452621887,5118602,104969,5013633,266,1,265,8723839928,0,1453085544,1245481666,207589307,177931632,29647708,25413514,4071029,3489075,349844,299927,7035,6073,2492710729,485491981,2561830348,416372362,2492710729,2492710729,0,484037553,69089912,414947641,1454349,29705,1424644,79,2,77,2492710729,0,415093379,355841124,59312435,50849119,8466418,7258085,1102784,945561,62127,53401,410,351
78651588608,23907215954,10459406895,2988402063,10459406996,8753712501,1705694394,8996776147,1462630748,8753712501,8753712501,0,1700558014,242958295,1457599719,5136114,105350,5030764,266,1,265,8753712501,0,1458066185,1249750410,208298846,178539977,29748998,25500433,4085587,3501588,351326,301206,7072,6105,2501245843,487156220,2570602452,417799611,2501245843,2501245843,0,485696783,69326800,416369983,1459358,29807,1429551,79,2,77,2501245843,0,416515705,357060378,59516271,51023832,8495189,7282786,1106790,948979,62414,53653,414,355
78920024064,23988810595,10495104617,2998601377,10495104601,8783587244,1711517373,9027481062,1467623555,8783587244,8783587244,0,1706363487,243788070,1462575417,5153619,105747,5047872,267,1,266,8783587244,0,1463043536,1254016277,209010037,179149615,29849975,25586950,4099997,3513937,352832,302500,7110,6138,2509780396,488820981,2579374750,419226627,2509780396,2509780396,0,487356552,69564454,417792098,1464350,29898,1434452,79,2,77,2509780396,0,417939112,358280245,59719374,51197592,8524089,7307517,1110835,952466,62723,53918,419,360
79188459520,24070405193,10530802216,3008800673,10530802304,8813465820,1717336396,9058189500,1472612716,8813465820,8813465820,0,1712165099,244617585,1467547514,5171030,106094,5064936,267,1,266,8813465820,0,1468016296,1258277896,209722299,179760132,29951010,25673611,4114007,3525916,354335,303783,7152,6176,2518315975,490484698,2588147194,420653479,2518315975,2518315975,0,489015198,69801214,419213984,1469421,30003,1439418,79,2,77,2518315975,0,419361212,359499282,59922283,51371580,8553325,7332609,1114921,955963,63033,54185,424,365
79456894976,24151999762,10566499883,3018999995,10566499884,8843336422,1723163461,9088891244,1477608639,8843336422,8843336422,0,1717974730,245448329,1472526401,5188462,106492,5081970,269,1,268,8843336422,0,1472997536,1262546956,210433695,180369530,30052008,25760328,4128421,3538271,355868,305098,7202,6218,2526850938,492149057,2596919955,422080040,2526850938,2526850938,0,490674580,70038898,420635682,1474397,30117,1444280,80,2,78,2526850938,0,420783129,360717737,60126018,51546031,8582577,7357587,1119081,959508,63349,54452,426,367
79725330432,24233594306,10602197503,3029199302,10602197501,8873210939,1728986564,9119594830,1482602673,8873210939,8873210939,0,1723780434,246277026,1477503408,5205859,106864,5098995,271,1,270,8873210939,0,1477975084,1266814763,211145051,180978627,30152818,25846704,4142846,3550645,357389,306412,7246,6257,2535385983,493813319,2605692560,423506742,2535385983,2535385983,0,492333843,70276352,422057491,1479396,30223,1449173,80,2,78,2535385983,0,422206154,361936970,60328951,51720043,8611562,7382455,1123078,962924,63668,54729,430,370
79993765888,24315188906,10637895167,3039398568,10637895171,8903084988,1734810179,9150297863,1487597304,8903084988,8903084988,0,1729586392,247105647,1482480745,5223515,107227,5116288,272,1,271,8903084988,0,1482953529,1271082541,211855494,181587845,30254003,25933460,4157195,3562904,358893,307713,7278,6282,2543921170,495477398,2614464557,424934011,2543921170,2543921170,0,493992798,70513055,423479743,1484519,30330,1454189,81,2,79,2543921170,0,423628648,363156498,60532057,51894144,8640583,7407372,1127115,966373,63965,54986,430,370
80262201344,24396783511,10673592795,3049597951,10673592765,8932959535,1740633260,9181002922,1492589873,8932959535,8932959535,0,1735391801,247935810,1487455991,5241186,107576,5133610,273,1,272,8932959535,0,1487930553,1275348026,212566594,182197090,30355407,26020445,4171551,3575153,360378,308959,7318,6318,2552455673,497142278,2623236133,426361818,2552455673,2552455673,0,495652689,70750034,424902655,1489507,30424,1459083,82,2,80,2552455673,0,425051627,364376236,60735632,52068782,8669597,7432203,1131123,969822,64275,55237,435,375
80530636800,24478378081,10709290471,3059797200,10709290410,8962831143,1746459328,9211706405,1497584066,8962831143,8962831143,0,1741200326,248767328,1492432998,5258729,107933,5150796,273,1,272,8962831143,0,1492911403,1279616111,213277254,182805660,30456624,26107241,4185831,3587409,361855,310226,7359,6351,2560991320,498805880,2632009078,427788122,2560991320,2560991320,0,497311423,70987232,426324191,1494375,30524,1463851,82,2,80,2560991320,0,426474191,365595525,60938723,52242700,8698238,7456748,1135233,973320,64600,55520,438,378
80799072256,24559972757,10744988058,3069996576,10744988123,8992702390,1752285668,9242407356,1502580702,8992702390,8992702390,0,1747009084,249596628,1497412456,5276309,108337,5167972,275,1,274,8992702390,0,1497890553,1283884333,213989128,183415961,30558473,26194484,4200166,3599748,363358,311540,7406,6390,2569528417,500468159,2640782919,429213657,2569528417,2569528417,0,498968731,71223864,427744867,1499346,30636,1468710,82,2,80,2569528417,0,427896142,366814526,61140957,52416009,8727116,7481461,1139159,976688,64917,55803,440,380
81067507712,24641567367,10780685663,3080195961,10780685743,9022576279,1758109384,9273111166,1507574497,9022576279,9022576279,0,1752815248,250426221,1502389027,5293860,108665,5185195,276,1,275,9022576279,0,1502868423,1288150955,214700198,184025470,30659970,26281453,4214375,3611932,364841,312796,7441,6421,2578062350,502133611,2649553656,430642305,2578062350,2578062350,0,500629158,71460554,429168604,1504371,30750,1473621,82,2,80,2578062350,0,429319933,368035563,61344124,52590041,8756362,7506505,1143117,980087,65180,56026,442,382
81335943168,24723161952,10816383376,3090395237,10816383339,9052448397,1763934979,9303814635,1512568741,9052448397,9052448397,0,1758623391,251257215,1507366176,5311310,109022,5202288,278,1,277,9052448397,0,1507848507,1292418881,215410703,184633925,30761669,26368583,4228693,3624249,366338,314081,7481,6457,2586598940,503796297,2658327606,432067631,2586598940,2586598940,0,502286931,71697823,430589108,1509284,30841,1478443,82,2,80,2586598940,0,430741235,369253365,61546966,52763962,8785541,7531467,1147277,983658,65468,56272,444,384
81604378624,24804756567,10852081011,3100594587,10852080969,9082318436,1769762575,9334515551,1517565460,9082318436,9082318436,0,1764433210,252087738,1512345472,5329087,109376,5219711,278,1,277,9082318436,0,1512829649,1296688338,216121511,185242795,30863330,26455640,4243431,3636909,367769,315302,7520,6488,2595134915,505459672,2667099475,433495112,2595134915,2595134915,0,503945298,71933610,432011688,1514292,30948,1483344,82,2,80,2595134915,0,432162835,370472954,61750183,52938175,8814640,7556449,1151414,987189,65777,56532,449,389
81872814080,24886351208,10887778658,3110793893,10887778657,9112189999,1775588659,9365216351,1522562307,9112189999,9112189999,0,1770241645,252916613,1517325032,5346736,109738,5236998,278,1,277,9112189999,0,1517808519,1300956813,216833144,185852821,30965279,26543068,4257869,3649208,369277,316601,7557,6521,2603674599,507119294,2675874949,434918944,2603674599,2603674599,0,505599888,72169317,433430571,1519324,31031,1488293,82,2,80,2603674599,0,433581096,371689229,61953342,53112440,8843529,7581161,1155395,990569,66074,56781,452,391
82141249536,24967945800,10923476272,3120993225,10923476303,9142062513,1781413759,9395919196,1527557076,9142062513,9142062513,0,1776049023,253746566,1522302457,5364456,110116,5254340,280,1,279,9142062513,0,1522786893,1305223456,217543591,186461963,31067751,26630914,4272400,3661663,370782,317901,7606,6560,2612211670,508781555,2684648974,436344251,2612211670,2612211670,0,507257160,72406166,434850994,1524313,31136,1493177,82,2,80,2612211670,0,435001332,372906375,62157131,53287257,8872419,7605887,1159406,993998,66418,57084,454,393
82409684992,25049540440,10959173859,3131192586,10959173995,9171930949,1787242910,9426618919,1532554940,9171930949,9171930949,0,1781860435,254577529,1527282906,5382193,110440,5271753,282,1,281,9171930949,0,1527768898,1309493133,218255561,187071940,31169215,26718004,4286878,3674072,372233,319157,7650,6600,2620747198,510445388,2693421572,437771014,2620747198,2620747198,0,508915930,72643128,436272802,1529376,31244,1498132,82,2,80,2620747198,0,436423302,374125223,62360445,53461502,8901549,7630862,1163447,997468,66731,57352,456,395
82678120448,25131135134,10994871566,3141391945,10994871623,9201805227,1793066339,9457323272,1537548294,9201805227,9201805227,0,1787665993,255407228,1532258765,5400062,110816,5289246,284,1,283,9201805227,0,1532747063,1313759576,218965609,187680902,31270622,26804788,4301311,3686440,373696,320425,7692,6634,2629284325,512107620,2702195255,439196690,2629284325,2629284325,0,510573079,72879574,437693505,1534458,31354,1503104,83,2,81,2629284325,0,437844345,375343634,62563000,53634929,8930729,7655947,1167508,1000974,67038,57623,459,398
82946555904,25212729684,11030569207,3151591282,11030569195,9231680103,1798889104,9488026991,1542542216,9231680103,9231680103,0,1793471069,256235701,1537235368,5417749,111186,5306563,286,1,285,9231680103,0,1537722659,1318025159,219677142,188290878,31372407,26892039,4315836,3698808,375283,321807,7742,6677,2637819548,513771734,2710967045,440624237,2637819548,2637819548,0,512232142,73116038,439116104,1539508,31457,1508051,84,2,82,2637819548,0,439266712,376563130,62766393,53809458,8959603,7680771,1171614,1004455,67359,57890,461,400
83214991360,25294324341,11066266928,3161790566,11066266847,9261550731,1804716197,9518726693,1547540235,9261550731,9261550731,0,1799280727,257064400,1542216327,5435183,111561,5323622,287,1,286,9261550731,0,1542702666,1322294906,220389216,188901215,31474070,26979249,4330164,3711114,376818,323120,7793,6723,2646355149,515435417,2719739398,442051168,2646355149,2646355149,0,513890858,73352704,440538154,1544475,31543,1512932,84,2,82,2646355149,0,440689351,377782922,62969338,53983394,8988379,7705386,1175657,1007907,67668,58143,465,402
83483426816,25375918860,11101964502,3171989885,11101964473,9291427501,1810537001,9549429776,1552534726,9291427501,9291427501,0,1805083949,257890320,1547193629,5452765,111954,5340811,287,1,286,9291427501,0,1547677322,1326561348,221100366,189511203,31575484,27066414,4344582,3723472,378347,324417,7848,6775,2654891349,517098536,2728512593,443477292,2654891349,2654891349,0,515548969,73589591,441959378,1549483,31651,1517832,84,2,82,2654891349,0,442110751,379001114,63172603,54157710,9017483,7730403,1179690,1011341,67975,58406,467,404
83751862272,25457513528,11137662134,3182189265,11137662129,9321297966,1816364168,9580128920,1557533214,9321297966,9321297966,0,1810893334,258718665,1552174669,5470546,112288,5358258,288,1,287,9321297966,0,1552656866,1330830890,221811847,190121216,31677822,27154101,4359001,3735910,379906,325740,7892,6812,2663425096,518764169,2737283051,444906214,2663425096,2663425096,0,517209490,73826188,443383302,1554595,31765,1522830,84,2,82,2663425096,0,443534570,380221829,63375828,54332144,9046459,7755311,1183857,1014916,68307,58696,469,406
84020297728,25539108129,11173359747,3192388571,11173359811,9351175406,1822184341,9610837484,1562522263,9351175406,9351175406,0,1816696105,259549422,1557146683,5487947,112655,5375292,289,1,288,9351175406,0,1557629607,1335091663,222524345,190731990,31779256,27240862,4373499,3748246,381456,327073,7942,6849,2671963291,520425280,2746057643,446330928,2671963291,2671963291,0,518865488,74062489,444802999,1559707,31861,1527846,85,2,83,2671963291,0,444953625,381438258,63579174,54506520,9075723,7780491,1187866,1018345,68627,58975,473,410
84288733184,25620702706,11209057416,3202587877,11209057413,9381050637,1828006779,9641541722,1567515694,9381050637,9381050637,0,1822501040,260378072,1562122968,5505450,113012,5392438,289,1,288,9381050637,0,1562606258,1339357824,223235239,191341508,31880553,27327672,4387965,3760633,383034,328437,7991,6894,2680500028,522087849,2754831686,447756191,2680500028,2680500028,0,520523049,74299697,446223352,1564715,31959,1532756,85,2,83,2680500028,0,446374220,382655603,63782500,54680731,9104918,7805524,1191994,1021838,68941,59244,476,412
84557168640,25702297466,11244755086,3212787236,11244755144,9410920726,1833834360,9672241620,1572513466,9410920726,9410920726,0,1828311038,261207534,1567103504,5523033,113359,5409674,289,1,288,9410920726,0,1567586946,1343627095,223946398,191951261,31982617,27415397,4402500,3773098,384551,329731,8026,6922,2689034415,523752821,2763603117,449184119,2689034415,2689034415,0,522183139,74536636,447646503,1569597,32064,1537533,85,2,83,2689034415,0,447797256,383875613,63986327,54855344,9133879,7830404,1195970,1025241,69229,59488,478,413
84825604096,25783891920,11280452716,3222986516,11280452688,9440796113,1839656603,9702945549,1577507167,9440796113,9440796113,0,1834115704,262035730,1572079974,5540609,113705,5426904,290,1,289,9440796113,0,1572562968,1347892881,224657006,192560607,32084820,27503135,4416745,3785317,386103,331077,8062,6957,2697571352,525415164,2772376789,450609727,2697571352,2697571352,0,523840446,74773248,449067198,1574633,32187,1542446,85,2,83,2697571352,0,449218036,385093416,64189448,55029530,9162944,7855399,1200003,1028681,69532,59754,483,418
85094039552,25865486592,11316150307,3233185883,11316150402,9470670041,1845480266,9733649187,1582501120,9470670041,9470670041,0,1839921621,262865066,1577056555,5558354,114079,5444275,291,1,290,9470670041,0,1577541588,1352160347,225366255,193168560,32186918,27590614,4431102,3797634,387662,332415,8096,6985,2706108072,527077811,2781149894,452035989,2706108072,2706108072,0,525498129,75009525,450488604,1579596,32295,1547301,86,2,84,2706108072,0,450638844,386311692,64393092,55204199,9191877,7880181,1203941,1032045,69890,60067,485,420
85362475008,25947081185,11351847933,3243385246,11351848006,9500541448,1851306485,9764351632,1587496301,9500541448,9500541448,0,1845730262,263695761,1582034501,5575932,114422,5461510,291,1,290,9500541448,0,1582521287,1356427518,226077385,193778364,32288747,27677956,4445492,3809903,389210,333735,8141,7025,2714642181,528743065,2789920700,453464546,2714642181,2714642181,0,527158295,75246127,451912168,1584684,32390,1552294,86,2,84,2714642181,0,452062424,387532447,64596205,55378313,9220965,7905115,1208029,1035552,70186,60320,486,421
85630910464,26028675779,11387545571,3253584554,11387545654,9530417601,1857127970,9795056895,1592488676,9530417601,9530417601,0,1851534187,264524528,1587009659,5593490,114765,5478725,293,1,292,9530417601,0,1587495461,1360690960,226789391,194388969,32390607,27765384,4459811,3822239,390722,335033,8195,7074,2723178238,530406316,2798694138,454890416,2723178238,2723178238,0,528816509,75483400,453333109,1589721,32498,1557223,86,2,84,2723178238,0,453483721,388750450,64799698,55552510,9249971,7930043,1212130,1039095,70500,60588,489,423
85899345920,26110270246,11423243217,3263783871,11423243158,9560293477,1862949740,9825761673,1597481544,9560293477,9560293477,0,1857338419,265353018,1591985401,5611027,115177,5495850,294,1,293,9560293477,0,1592471745,1364956665,227500109,194998192,32491829,27852442,4474260,3834647,392243,336349,8233,7106,2731713367,532070504,2807465568,456318303,2731713367,2731713367,0,530475664,75719598,454756066,1594754,32601,1562153,86,2,84,2731713367,0,454906751,389970670,65002627,55726751,9278909,7954878,1216059,1042473,70829,60871,489,423
86167781376,26191864962,11458940895,3273983160,11458940907,9590173795,1868767100,9856470591,1602470304,9590173795,9590173795,0,1863138406,266181231,1596957175,5628400,115564,5512836,294,1,293,9590173795,0,1597444415,1369219584,228210476,195606991,32592933,27938880,4488526,3846909,393792,337677,8264,7134,2740249409,533733751,2816237888,457745272,2740249409,2740249409,0,532134011,75955789,456178222,1599654,32688,1566966,86,2,84,2740249409,0,456329004,391190378,65205469,55900666,9307908,7979767,1220037,1045881,71102,61105,491,425
