boundary,total,inert,ramified,split,inert_trivial,inert_non_trivial,inert_rank_inc,inert_rank_same,inert_rank_0,inert_rank_0_inc,inert_rank_0_same,inert_rank_1,inert_rank_1_inc,inert_rank_1_same,inert_rank_2,inert_rank_2_inc,inert_rank_2_same,inert_rank_3,inert_rank_3_inc,inert_rank_3_same,inert_cyclic_0,inert_cyclic_0_rank_same,inert_cyclic_1,inert_cyclic_1_rank_same,inert_cyclic_2,inert_cyclic_2_rank_same,inert_cyclic_3,inert_cyclic_3_rank_same,inert_cyclic_4,inert_cyclic_4_rank_same,inert_cyclic_5,inert_cyclic_5_rank_same,inert_cyclic_6,inert_cyclic_6_rank_same,ramified_trivial,ramified_non_trivial,ramified_rank_inc,ramified_rank_same,ramified_rank_0,ramified_rank_0_inc,ramified_rank_0_same,ramified_rank_1,ramified_rank_1_inc,ramified_rank_1_same,ramified_rank_2,ramified_rank_2_inc,ramified_rank_2_same,ramified_rank_3,ramified_rank_3_inc,ramified_rank_3_same,ramified_cyclic_0,ramified_cyclic_0_rank_same,ramified_cyclic_1,ramified_cyclic_1_rank_same,ramified_cyclic_2,ramified_cyclic_2_rank_same,ramified_cyclic_3,ramified_cyclic_3_rank_same,ramified_cyclic_4,ramified_cyclic_4_rank_same,ramified_cyclic_5,ramified_cyclic_5_rank_same,ramified_cyclic_6,ramified_cyclic_6_rank_same
45097156608,13707891942,5997202728,1713486477,5997202737,5019314259,977888469,5158656941,838545787,5019314259,5019314259,0,974948052,139282383,835665669,2940259,60298,2879961,158,1,157,5019314259,0,836003959,716576461,119421905,102357093,17052872,14615985,2293066,1964996,173595,148817,2655,2317,1434225822,279260655,1473978068,239508409,1434225822,1434225822,0,278426392,39735367,238691025,834221,16879,817342,42,0,42,1434225822,0,238800435,204718961,34124026,29255284,4866974,4172355,606616,520081,28197,24222,144,122
45365592064,13789486525,6032900345,1723685753,6032900427,5049190355,983709990,5189362568,843537777,5049190355,5049190355,0,980752237,140111581,840640656,2957594,60631,2896963,159,1,158,5049190355,0,840980276,720841941,120132249,102965739,17154597,14703325,2307542,1977403,174887,149902,2686,2346,1442762099,280923654,1482750731,240935022,1442762099,1442762099,0,280084229,39971639,240112590,839383,16993,822390,42,0,42,1442762099,0,240221524,205937425,34327201,29429502,4896292,4197641,610603,523461,28462,24437,147,124
45634027520,13871081176,6068597975,1733885107,6068598094,5079066537,989531438,5220068801,848529174,5079066537,5079066537,0,986556350,140941258,845615092,2974929,61005,2913924,159,1,158,5079066537,0,845956156,725106594,120844042,103575655,17255447,14789841,2321782,1989621,176198,151003,2725,2378,1451298989,282586118,1491524743,242360364,1451298989,1451298989,0,281741638,40208658,241532980,844438,17096,827342,42,0,42,1451298989,0,241642930,207155451,34530087,29603419,4925317,4222538,614446,526795,28709,24651,149,126
45902462976,13952675706,6104295581,1744084425,6104295700,5108940737,995354844,5250770819,853524762,5108940737,5108940737,0,992362237,141768735,850593502,2992448,61346,2931102,159,1,158,5108940737,0,850933024,729373688,121555185,104185760,17357704,14877596,2335974,2001857,177600,152200,2750,2401,1459835067,284249358,1500297140,243787285,1459835067,1459835067,0,283399886,40444871,242955015,849430,17202,832228,42,0,42,1459835067,0,243064915,208374633,34732967,29777557,4954443,4247569,618477,530285,28933,24843,151,128
46170898432,14034270361,6139993236,1754283768,6139993357,5138819654,1001173582,5281479353,858513883,5138819654,5138819654,0,998163566,142597999,855565567,3009857,61699,2948158,159,1,158,5138819654,0,855907439,733636952,122264998,104794372,17459103,14964361,2350286,2014076,178959,153377,2781,2429,1468371790,285911978,1509070434,245213334,1468371790,1468371790,0,285057447,40681336,244376111,854489,17308,837181,42,0,42,1468371790,0,244485568,209592607,34936743,29952231,4983375,4272396,622420,533682,29188,25065,153,130
46439333888,14115864995,6175690915,1764483119,6175690961,5168696737,1006994178,5312186216,863504699,5168696737,5168696737,0,1003966651,143427423,860539228,3027368,62055,2965313,159,1,158,5168696737,0,860883691,737901967,122974408,105402383,17560677,15051424,2364751,2026437,180313,154564,2811,2453,1476909570,287573549,1517844538,246638581,1476909570,1476909570,0,286714041,40917550,245796491,859466,17418,842048,42,0,42,1476909570,0,245905937,210810582,35139915,30126227,5012278,4297244,626297,537013,29459,25293,155,132
46707769344,14197459464,6211388442,1774682447,6211388575,5198570632,1012817810,5342889905,868498537,5198570632,5198570632,0,1009772734,144256876,865515858,3044914,62396,2982518,162,1,161,5198570632,0,865860584,742167628,123686556,106013080,17662028,15138298,2379050,2038655,181677,155719,2839,2478,1485446704,289235743,1526618135,248064312,1485446704,1485446704,0,288371259,41153912,247217347,864442,17519,846923,42,0,42,1485446704,0,247326628,212028805,35343464,30300610,5041081,4321926,630210,540353,29719,25519,157,134
46976204800,14279053955,6247086046,1784881752,6247086157,5228445840,1018640206,5373595229,873490817,5228445840,5228445840,0,1015577805,145086604,870491201,3062238,62784,2999454,163,1,162,5228445840,0,870837656,746433497,124397113,106621962,17763917,15225558,2393297,2050850,182962,156840,2860,2494,1493982389,290899363,1535391307,249490445,1493982389,1493982389,0,290029899,41391293,248638606,869422,17625,851797,42,0,42,1493982389,0,248749108,213247691,35546540,30474679,5069967,4346594,634189,543796,29936,25711,159,135
47244640256,14360648700,6282783756,1795081069,6282783875,5258320122,1024463634,5404300367,878483389,5258320122,5258320122,0,1021383589,145917112,875466477,3079881,63132,3016749,164,1,163,5258320122,0,875815621,750699616,125107749,107230714,17865369,15312565,2407649,2063066,184301,157987,2900,2529,1502518863,292562206,1544164739,250916330,1502518863,1502518863,0,291687683,41628150,250059533,874481,17726,856755,42,0,42,1502518863,0,250170686,214466254,35749533,30648617,5098959,4371408,638147,547185,30196,25932,162,137
47513075712,14442243302,6318481425,1805280364,6318481513,5288188048,1030293377,5434996413,883485012,5288188048,5288188048,0,1027195926,146744857,880451069,3097286,63507,3033779,165,1,164,5288188048,0,880797578,754971930,125820719,107842199,17967091,15399894,2421870,2075282,185725,159203,2943,2561,1511054463,294225901,1552937085,252343279,1511054463,1511054463,0,293346393,41864788,251481605,879465,17834,861631,43,0,43,1511054463,0,251592915,215685405,35952950,30823079,5127763,4396207,642158,550622,30444,26154,163,138
47781511168,14523837813,6354179114,1815479650,6354179049,5318060139,1036118975,5465699128,888479986,5318060139,5318060139,0,1033003953,147575102,885428851,3114855,63886,3050969,167,1,166,5318060139,0,885776155,759238754,126532650,108452320,18068925,15487262,2436207,2087598,187045,160332,2971,2585,1519591507,295888143,1561710574,253769076,1519591507,1519591507,0,295003692,42101132,252902560,884408,17935,866473,43,0,43,1519591507,0,253013463,216903331,36156420,30997566,5156736,4421059,646227,554110,30681,26356,165,138
48049946624,14605432371,6389876730,1825678941,6389876700,5347934083,1041942647,5496402953,893473777,5347934083,5347934083,0,1038809965,148404656,890405309,3132512,64213,3068299,170,1,169,5347934083,0,890752921,763504243,127244909,109062917,18170205,15574165,2450567,2099886,188358,161484,3005,2614,1528126963,297551978,1570483574,255195367,1528126963,1528126963,0,296662595,42338558,254324037,889340,18053,871287,43,0,43,1528126963,0,254435820,218122158,36359549,31171570,5185930,4446082,650201,557525,30929,26564,166,138
48318382080,14687027095,6425574371,1835878313,6425574411,5377810032,1047764339,5527107978,898466393,5377810032,5377810032,0,1044613976,149233388,895380588,3150189,64557,3085632,174,1,173,5377810032,0,895728471,767768968,127955837,109672587,18271866,15661444,2465078,2112329,189685,162618,3039,2642,1536662929,299215384,1579257041,256621272,1536662929,1536662929,0,298320966,42575949,255745017,894373,18163,876210,45,0,45,1536662929,0,255858036,219340653,36562524,31345693,5214861,4470804,654183,560937,31195,26791,167,139
48586817536,14768621647,6461272015,1846077642,6461271990,5407685250,1053586765,5557812007,903460008,5407685250,5407685250,0,1050418795,150061849,900356946,3167795,64907,3102888,175,1,174,5407685250,0,900704433,772034563,128667250,110282518,18373697,15748906,2479329,2124521,191014,163766,3072,2672,1545199176,300878466,1588030577,258047065,1545199176,1545199176,0,299979017,42813137,257165880,899404,18264,881140,45,0,45,1545199176,0,257279265,220558540,36766086,31520210,5243812,4495560,658255,564441,31430,26989,169,140
48855252992,14850216185,6496969606,1856276948,6496969631,5437561536,1059408070,5588517656,908451950,5437561536,5437561536,0,1056222436,150890846,905331590,3185458,65273,3120185,176,1,175,5437561536,0,905680275,776299349,129377993,110891996,18475160,15835840,2493552,2136784,192350,164924,3106,2697,1553732578,302544370,1596800506,259476442,1553732578,1553732578,0,301639738,43049562,258590176,904587,18366,886221,45,0,45,1553732578,0,258703895,221780338,36969309,31694568,5272476,4520102,662192,567822,31696,27205,170,141
49123688448,14931810841,6532667233,1866476250,6532667358,5467435352,1065231881,5619220426,913446807,5467435352,5467435352,0,1062028745,151719432,910309313,3202960,65641,3137319,176,1,175,5467435352,0,910658334,780566592,130089108,111501966,18576513,15922791,2507949,2149141,193707,166100,3134,2723,1562268089,304208161,1605573230,260903020,1562268089,1562268089,0,303298574,43286674,260011900,909542,18467,891075,45,0,45,1562268089,0,260126445,222999478,37172391,31868797,5301441,4544843,666181,571215,31943,27424,173,143
49392123904,15013405406,6568364850,1876675599,6568364957,5497312082,1071052768,5649926839,918438011,5497312082,5497312082,0,1067832256,152548742,915283514,3220335,66014,3154321,177,1,176,5497312082,0,915632789,784830071,130801308,112112543,18677522,16009365,2522376,2161492,195099,167292,3162,2751,1570804140,305871459,1614346561,262329038,1570804140,1570804140,0,304956971,43523834,261433137,914443,18587,895856,45,0,45,1570804140,0,261548835,224218482,37375184,32042471,5330438,4569752,670183,574686,32156,27601,175,145
49660559360,15094999978,6604062518,1886874902,6604062558,5527193172,1076869346,5680636946,923425572,5527193172,5527193172,0,1073631149,153377384,920253765,3238018,66389,3171629,179,1,178,5527193172,0,920605432,789092030,131510392,112720352,18779250,16096641,2536422,2173491,196467,168482,3186,2769,1579340167,307534735,1623119965,263754937,1579340167,1579340167,0,306615228,43761096,262854132,919462,18702,900760,45,0,45,1579340167,0,262970462,225436884,37578411,32216607,5359686,4594679,674080,578002,32410,27813,179,147
49928994816,15176594490,6639760162,1897074167,6639760161,5557069890,1082690272,5711342808,928417354,5557069890,5557069890,0,1079434349,154206192,925228157,3255741,66725,3189016,182,1,181,5557069890,0,925581176,793357730,132221029,113329051,18880233,16183054,2550878,2185882,197819,169646,3214,2794,1587875527,309198640,1631892004,265182163,1587875527,1587875527,0,308274142,43997671,264276471,924453,18806,905647,45,0,45,1587875527,0,264391741,226655550,37782783,32391719,5388733,4619626,678048,581409,32656,28018,181,149
50197430272,15258189116,6675457743,1907273512,6675457861,5586945780,1088511963,5742047004,933410739,5586945780,5586945780,0,1085238521,155034173,930204348,3273259,67050,3206209,183,1,182,5586945780,0,930557441,797624410,132932159,113938400,18981461,16269895,2565045,2198016,199176,170814,3239,2813,1596410922,310862590,1640664146,266609366,1596410922,1596410922,0,309933132,44234313,265698819,929411,18911,910500,47,0,47,1596410922,0,265814423,227875637,37985723,32565399,5417856,4644586,682009,584788,32939,28259,182,150
50465865728,15339783739,6711155341,1917472855,6711155543,5616822685,1094332656,5772754918,938400423,5616822685,5616822685,0,1091041715,155864817,935176898,3290757,67415,3223342,184,1,183,5616822685,0,935532546,801886515,133643217,114548448,19082733,16356807,2579401,2210297,200539,171986,3279,2845,1604947554,312525301,1649437127,268035728,1604947554,1604947554,0,311590814,44470545,267120269,934440,19028,915412,47,0,47,1604947554,0,267235749,229094363,38188800,32739551,5446956,4669528,685918,588187,33208,28489,183,151
50734301184,15421378271,6746852981,1927672165,6746853125,5646699824,1100153157,5803460694,943392287,5646699824,5646699824,0,1096844522,156693094,940151428,3308451,67775,3240676,184,1,183,5646699824,0,940506881,806150659,134354376,115158342,19184439,16443900,2593675,2222561,201839,173093,3312,2873,1613485784,314186381,1658211167,269460998,1613485784,1613485784,0,313246761,44706259,268540502,939572,19124,920448,48,0,48,1613485784,0,268655637,230311921,38391546,32913563,5476022,4694553,689917,591612,33453,28699,186,154
51002736640,15502972970,6782550586,1937871563,6782550821,5676572140,1105978446,5834164109,948386477,5676572140,5676572140,0,1102652094,157523860,945128234,3326168,68108,3258060,184,1,183,5676572140,0,945487019,810418342,135064645,115767140,19285952,16530760,2607938,2234820,203194,174272,3346,2900,1622021190,315850373,1666983463,270888100,1622021190,1622021190,0,314905872,44943037,269962835,944453,19236,925217,48,0,48,1622021190,0,270077763,231531144,38595265,33088206,5505173,4719444,693758,594952,33726,28934,187,155
51271172096,15584567585,6818248215,1948070926,6818248444,5706448630,1111799585,5864868855,953379360,5706448630,5706448630,0,1108455839,158351781,950104058,3343561,68443,3275118,185,1,184,5706448630,0,950462436,814683663,135775933,116377259,19387252,16617618,2622308,2247159,204531,175429,3379,2930,1630559233,317511693,1675757816,272313110,1630559233,1630559233,0,316562114,45179247,271382867,949531,19336,930195,48,0,48,1630559233,0,271497466,232748272,38798489,33262424,5534399,4744598,697603,598277,33970,29141,187,155
51539607552,15666162247,6853945838,1958270245,6853946164,5736325149,1117620689,5895574475,958371363,5736325149,5736325149,0,1114259261,159180507,955078754,3361242,68818,3292424,186,1,185,5736325149,0,955438452,818949598,136486338,116985587,19488679,16704720,2636501,2259320,205880,176573,3411,2956,1639094291,319175954,1684530454,273739791,1639094291,1639094291,0,318221366,45416726,272804640,954539,19437,935102,49,0,49,1639094291,0,272919398,233966793,39002500,33437181,5563533,4769508,701505,601632,34239,29369,191,157
51808043008,15747756800,6889643513,1968469603,6889643684,5766202089,1123441424,5926281096,963362417,5766202089,5766202089,0,1120062347,160009826,960052521,3378891,69180,3309711,186,1,185,5766202089,0,960413749,823213659,137196697,117594586,19590312,16791872,2650886,2271664,207256,177751,3447,2989,1647628728,320840875,1693301426,275168177,1647628728,1647628728,0,319881412,45653158,274228254,959414,19540,939874,49,0,49,1647628728,0,274342711,235187402,39205719,33611427,5592697,4794540,705604,605146,34489,29581,192,158
52076478464,15829351440,6925341144,1978668899,6925341397,5796081540,1129259604,5956989963,968351181,5796081540,5796081540,0,1125863344,160838882,965024462,3396074,69540,3326534,186,1,185,5796081540,0,965387254,827476469,137907144,118203304,19691793,16878944,2665018,2283777,208647,178940,3488,3028,1656164339,322504560,1702074019,276594880,1656164339,1656164339,0,321540091,45890050,275650041,964420,19630,944790,49,0,49,1656164339,0,275764788,236406637,39409000,33785407,5621762,4819482,709595,608552,34750,29801,196,162
52344913920,15910946085,6961038814,1988868212,6961039059,5825959452,1135079362,5987696943,973341871,5825959452,5825959452,0,1131665693,161667597,969998096,3413482,69893,3343589,187,1,186,5825959452,0,970361403,831740340,138618524,118812889,19793276,16965940,2679009,2295780,209963,180093,3518,3054,1664699354,324168858,1710845306,278022906,1664699354,1664699354,0,323199442,46126230,277073212,969367,19722,949645,49,0,49,1664699354,0,277187987,237627324,39612045,33959480,5650770,4844379,713457,611859,34986,30007,197,163
52613349376,15992540746,6996736480,1999067583,6996736683,5855837082,1140899398,6018404146,978332334,5855837082,5855837082,0,1137468185,162496810,974971375,3431024,70253,3360771,189,1,188,5855837082,0,975336077,836003731,139329690,119422873,19894243,17052464,2693278,2307963,211340,181257,3557,3087,1673236768,325830815,1719619331,279448252,1673236768,1673236768,0,324856502,46362741,278493761,974264,19822,954442,49,0,49,1673236768,0,278609263,238845699,39814655,34133166,5679728,4869256,717433,615259,35225,30217,198,164
52881784832,16074135330,7032434148,2009266870,7032434312,5885710449,1146723699,6049108217,983325931,5885710449,5885710449,0,1143275012,163327166,979947846,3448498,70601,3377897,189,1,188,5885710449,0,980315153,840270708,140040471,120032279,19995578,17139229,2707439,2320042,212775,182472,3596,3116,1681770697,327496173,1728390164,280876706,1681770697,1681770697,0,326516770,46599545,279917225,979352,19922,959430,51,0,51,1681770697,0,280032823,240066171,40018068,34307684,5708905,4894171,721288,618590,35487,30444,199,165
53150220288,16155729886,7068131740,2019466236,7068131910,5915586492,1152545248,6079813109,988318631,5915586492,5915586492,0,1149079145,164155676,984923469,3465910,70940,3394970,193,1,192,5915586492,0,985291094,844536199,140751713,120642113,20096993,17226218,2721592,2332152,214121,183640,3632,3147,1690304708,329161528,1737162084,282304152,1690304708,1690304708,0,328177102,46837349,281339753,984375,20027,964348,51,0,51,1690304708,0,281456897,241286308,40220773,34481262,5738174,4919259,725287,622067,35771,30691,200,166
53418655744,16237324462,7103829400,2029665564,7103829498,5945456748,1158372652,6110514658,993314742,5945456748,5945456748,0,1154889040,164986614,989902426,3483418,71295,3412123,194,1,193,5945456748,0,990270959,848803690,141464715,121253459,20198139,17312760,2736075,2344520,215485,184818,3667,3179,1698844073,330821491,1745938078,283727486,1698844073,1698844073,0,329832176,47073852,282758324,989261,20153,969108,54,0,54,1698844073,0,282875555,242502341,40423990,34655340,5767162,4944120,729249,625455,36019,30902,201,166
